komentar,komentar_bersih
"LUCU KALAU PATRICK DIBELA DENGAN 2 MATCH 6 POIN, GUA YAKIN STY JUGA BISA DENGAN SKUAD YG SAMA. MEREKA LUPA PATRICK 4 AWAY 4x KALAH. STY MASIH BISA IMBANG LAWAN ARAB & BAHRAIN.",lucu patrick bela match poin sty skuad lupa patrick away kalah sty imbang lawan arab bahrain
"Pergantian Kluivert menjadi pelatih cuma untuk melancarkan proses naturalisasi,bukan untuk memajukan Timnas.",ganti kluivert pelatih lancar proses naturalisasibukan maju timnas
Statistik 2 pelatih: Kreativitas cetak Gol: PK 6 laga : 5 goal dimana 3 goal dari penalti STY 6 laga : 6 goal dimana semua dari skema serangan. Kebobolan : PK 6 laga : kebobolan 15 goal. STY 6 laga : kebobolan 9 goal. Simpulan: 1 Pertahanan STY lebih menjanjikan 2. Kreativitas cetak goal STY lebih baik tdk ada dari pinalti ( meski materi pemain tdk lebih semewah sekarang).,statistik pelatih kreativitas cetak gol pk laga goal mana goal penalti sty laga goal mana skema serang bobol pk laga bobol goal sty laga bobol goal simpul tahan sty janji kreativitas cetak goal sty pinalti materi pemain mewah
"kalau liat highlight pertandingan era sty lebih asyik,, apalagi pas lawan arab dengan 2 gol marselino,, nggak ada bosennya.",liat highlight tanding era sty asyik lawan arab gol marselino bosennya
"4:19 ish tau siapa konten kreatornya, udah pasti nama channel nya ""The Haye Way""😂 wkwk",konten kreator udah nama channel the haye way
"Dalam konteks sepakbola, kita tidak kekurangan pemimpin hebat dan cerdas, TAPI KITA KEKURANGAN ORANG YANG JUJUR DAN BIJAKSANA.",konteks sepakbola kurang pimpin hebat cerdas kurang orang jujur bijaksana
bung bin.. Mau usul ajah.. Kalau binder dekat atau kenal jajaran/staff PSSI.. Coba Alex Pastoor naikin jadi pelatih kepala..,bin usul ajah binder kenal jajaranstaff pssi coba alex pastoor naikin pelatih kepala
"Selalu nonton ini adem , objktf",nonton adem objktf
"Baru kali ini gw nangis gara gara sepak bola, kalau sekarang menangis karna sedih, semoga di beberapa tahun nanti, kita menangis karna bahagia, brapo INDONESIA..",kali nang gara gara sepak bola menang sedih moga menang bahagia brapo indonesia
"Jangan pernah lagi beri tempat untuk Towel , Arya , Justin ,Akmal ! Orng orang ini paling bertanggung jawab, terutama Erik!!",towel arya justin akmal orng orang tanggung erik
"Setuju, pemain timnas kebanyakan main sosial media 😢",tuju pemain timnas banyak main sosial media
Saya tonton ini sampai habis dan ternyata Binder ngk berani keritik pak Erik tohir yg telah membawa Patrick ke Timnas apa Karna pernah Satu meja. Kita sebagian seporter yg Rel datang jauh dari seluruh Indonesia dgn Harga yg ngk sedikit masuk ngk boleh teriak petric/Erik T out. Ngk ada yg percuma dlm sebuah perjuangan Bung... 🔥 Karna mereka telah melukai hati dan perasaan kami.,tonton habis binder ngk berani keritik erik tohir bawa patrick timnas meja seporter rel indonesia harga ngk masuk ngk teriak petricerik out ngk juang luka hati asa
TERIMA KASIH TIMNAS SENIOR... TERIMA KASIH STY terima kasih sudah membuat kami pecinta bola benar2 puas melihat Timnas bermain cantik hingga ROUND 3 .,terima kasih timnas senior terima kasih sty terima kasih cinta bola puas timnas main cantik round
Selalu nunggu pendapat bung binder,nunggu dapat binder
"Tetap semangat dan jangan menyerah,Kami selalu mendukung Timnas Indonesia :hands-yellow-heart-red::hands-yellow-heart-red::hands-yellow-heart-red:",semangat menyerahkami dukung timnas indonesia handsyellowheartredhandsyellowheartredhandsyellowheartred
Hanya. Bung binder dan bung harva jg bung ropan selalu memberikan. Konten yg. Bijak❤❤❤,binder harva jg ropan konten bijak
"STY lah yang tulus melatih Indonesia,sedih banget kita kalah lagi ma Irak.",sty tulus latih indonesiasedih kalah ma irak
Bukan sedih lagi...trauma ..,sedih lagitrauma
Bung ini pernah beri amaran yang keputusan Indonesia mengantikan STY..Ternyata amaran dia sangat berasas Dan telah dibuktikan dengan keputusan perlawanan di bawah PKluivet Dan terkini Indonesia tersingkir dalam persaingan bola sepak.,amar putus indonesia anti styternyata amar asas bukti putus lawan pkluivet kini indonesia singkir saing bola sepak
Sehat selalu BBB ❤ TIMNAS ❤ STY.,sehat bbb timnas sty
Bahkan lawan Bahrain 99% harusnya menang itu.,lawan bahrain menang
"​ @arifjs7056 benar kita selalu dicurangi di era sty.. sekarang gak perlu dicurangi , udah kalah 😂",curang era sty curang udah kalah
Orang gak sadar STY lama itu masih membangun pondasi jadi blm ada hasilnya KLO Patrik sudah jadi tapi di otak Atik sendiri,orang sadar sty bangun pondasi blm hasil patrik otak atik
"​ @AbdulRosid-zo9vi Nah kocak kalau pssi masih bilang percaya proses, sty berproses dipecat.",zo vi kocak pssi bilang percaya proses sty proses pecat
​ @AbdulRosid-zo9vi gimana ceritnya kq belum ada hasil nya dia membangun timnas setengah mati lu bilang blm ada hasil.. dari nol smpai sejadi ini,zo vi gimana cit kq hasil bangun timnas mati bilang blm hasil nol smpai jadi
"​ @AbdulRosid-zo9vi Timnas kt blm jadi bos..' msh blm punya komposisi ideal..""",zo vi timnas kt blm bos msh blm komposisi ideal
Si Patrick pelatih pujan ketum pssi jua si toel cs...,si patrick pelatih pujan tum pssi jua si toel cs
"​ @mbakwiwik8252 Ya jaman sty mana bisa mereka masuk, STY GA BISA DIKONTROL.",ya jaman sty masuk sty kontrol
Kalah cuma sama china dan jepang saat itu ...,kalah china jepang
"Mereka ga mikir siapa yang telah membawa timnas sampai sejauh ini dengan squad apa adanya,.TPI mreka seenak nya ngomong kaya gitu kaya ga puny mata",mikir bawa timnas squad adanyatpi mreka enak ngomong kaya gitu kaya puny mata
Disclaimer _ STY tuh membangun tim dari minus ya sodaraku bukan dari nol 🤌,disclaimer sty tuh bangun tim minus ya sodaraku nol
Yg bela itu mafia .yang tidak ngerti bola,bela mafia ngerti bola
UDAH PECAT SI KLUVERT N SI TOHIR!!!!,udah pecat si kluvert si tohir
​ @simeleketehedon8380 Setahu saya baru di era pak Erick Indonesia bisa sampai Round 4 pildun. Yg obyektif kalau menilai.,tahu era erick indonesia round pildun obyektif nilai
"Itu dapat 6 point lawan tim paling lemah di grub trus main kandang pula, imbang atau kala ya kebangetan",point lawan tim lemah grub main kandang imbang ya banget
Kalau ET mundur dr PSSI siapa penggantinya kira2 yg sepadan ? Coba paparkan.,et mundur pssi ganti padan coba papar
​ @AndiIrmanNur-w5i ada ratu Tisha yang bagus,ratu tisha bagus
​ @AndiIrmanNur-w5i Ya minimal arya mundurlah.. kalau et gamau,ya minimal arya mundur et gamau
6 pertandingan 6 point . Main ga jelas,tanding point main
6 MATCH 6 POINT TERNYATA SPOILER,match point spoiler
Dengan squad yang ada STY jadi pelarihnya MUSTAHIL KALAH.. ini karena si kuvret pintar di sengajain biar indo kalah..,squad sty larih mustahil kalah si kuvret pintar sengajain biar indo kalah
Paling UUD bang,uud bang
Inilah hasil dari drama politisir di sepakbola. Sudahlah jangan percaya narasi dan statmen dari jajaran federasi 😢,hasil drama politisir sepakbola percaya narasi statmen jajar federasi
Petrik 6 match 6 poin juga 2 gol dari open play kebobolan 15,trik match poin gol open play bobol
Dan kebobolannya lebih banyak zaman PK di banding STY,bobol zaman pk banding sty
yg banggakan Spongebob kulivert itu rata2 para towel cs taun tai.,bangga spongebob kulivert towel cs taun tai
"Mereka yg mencemoh sty ,gak mikir,sty masuk timnas dalam keadaan minus, dia bangun mental, fisik, skill , taktik dan determinasi, Lah patrick masuk sdh pemain timnas jadi , gitu jg masih gagal, jadi kesimpulannya tetap erick tohir harus mundur gak becus ...",mencemoh sty mikirsty masuk timnas minus bangun mental fisik skill taktik determinasi patrick masuk sdh pemain timnas gitu jg gagal simpul erick tohir mundur becus
Sty lawan bahrain menang itu😂 tp dicurangin😂,sty lawan bahrain menang dicurangin
"Sty itu membangun dari awal,,, Patrick tinggal menerus kan",sty bangun patrick tinggal terus
Orang yg coment gitu aku blas di tik tok. Saat keluar kandang timnas hancur di tangan petrik ajing ini. Bagi sya pelatih terbaik sepanjang sejarah cuma sty...maaf kalau salah,orang coment gitu blas tik tok kandang timnas hancur tangan trik ajing sya pelatih baik sejarah stymaaf salah
