komentar,komentar_bersih
Ga yakin sama mali aja ga dapat bola jadi mainan,mal bola main
​ @acengsuhendi3502 Mali kelas Dunia. Ingat Piala Dunia U17 sebelumnya di Indonesia?,mal kelas dunia piala dunia indonesia
Optimis dapat 3 poin,optimis poin
Dzalim STY sudah di Dzalimi Tuhan Maha Melihat lagi Maha Mendengar,dzalim sty dzalimi tuhan maha maha dengar
komenan otherside beginian jg perlu jd bahan renungan bwt kita2 fans timnas,komenan otherside jg bahan renung bwt fans timnas
🎉 sin taeyong,sin taeyong
Kata Erik : siapa suruh mimpi pildun 😊...ya karena kita rakyat jelata pak..bisa nya cuma mimpi...kalo bapak org kaya dan berkuasa mimpi itu gak guna😊,erik suruh mimpi pildun ya rakyat jelata pakbisa mimpikalo orang kaya kuasa mimpi
Erik OUT Petrik OUT Titik.,erik out trik out titik
"5:00 nah, di podcast itu entah menit berapa pokoknya menit 2 lah, Jay keliatan kesel kalo diliat dari pas dia mulai ngejawab pertanyaan ""aku pikir itu jauh lebih penting daripada melakukan interview semacam ini...""",podcast menit pokok menit jay liat kesel kalo liat ngejawab pikir interview
"Tim kepelatihan saat ini terlalu dibesar²kan media. Kita dibius seolah² kita akan lolos ke Piala Dunia 2026 dengan mereka. Padahal.... Hasil berbicara lain sejak round 3. Menang lawan Bahrain & China itu pakai format gameplan 343 era sebelumnya. Dan parahnya, ketika ide taktik PK sendiri dipakai yg terjadi malah mind blowing. Timnas main kyk orang² bingung sama apa yg harus mereka lakukan. Tapi... Era STY dulu, jangankan kalah, menang aja dikritik habis²an. STY selalu di undeestimated oleh media meskipun bisa bawa Timnas senior lolos 16 besar Piala Asia dan semifinalis Piala Asia U23. Itu result yg jelas loh. STY bisa mencapai label Historis Maker di kancah persepakbolaan Indonesia. Dan satu lagi. Skuad era STY dan skuad era PK itu sangat berbeda. Era STY skuad yg terstandar jelas. Namun di era PK skuad mewah tapi standarnya bisikan EXCO PSSI (huhu sedih) Apa kita tidak ingat itu semua?",tim latih besar media bius lolos piala dunia hasil bicara round menang lawan bahrain china pakai format gameplan era parah ide taktik pk pakai mind blowing timnas main kyk orang bingung laku era sty kalah menang kritik habis sty undeestimated media bawa timnas senior lolos piala asia semifinalis piala asia result loh sty capai label historis maker kancah persepakbolaan indonesia skuad era sty skuad era pk beda era sty skuad standar era pk skuad mewah standar bisik exco pssi huhu sedih
Kalau nglatihnya pakai hati emang beda #sty,nglatihnya pakai hati emang beda sty
"Kalau saya menduga Erik ini kemungkinan kena suap... Logika tinggal 2 kali main seharusnya menang yapi kluverr gagal total.. Jd sy berharap dan memohon kepada pak Erik harua mundur,. Sehingga PSSI ini bisa di pegang orang lain kemungkinan bisa sepak bola Indonesia lebih maju... Gaya pikir Erik itu gaya pikir bisnis",duga erik kena suap logika tinggal kali main menang yapi kluverr gagal total sy harap mohon erik harua mundur pssi pegang orang sepak bola indonesia maju gaya pikir erik gaya pikir bisnis
Sty lebih baik dari petrik,sty trik
"Yg dihina bukan pemain, tapi ketua umum, exco, staff kepelatihan terbaik dan pundit pundit yg dulu banyak omong tapi sekarang pada diem (karna udah beres kerjanya)",hina pemain ketua exco staff latih baik pundit pundit omong diem udah beres kerja
PK aura tukang judinya sangat kuat.. Pernah tersandung kasus judi.. Susah jujur kalo udah suka judi..,pk aura tukang judi kuat sandung judi susah jujur kalo udah suka judi
Rindu Sty🌹🌹🌹🌹🌹,rindu sty
"di tengah ketidakpastian ekonomi, di tengah banyaknya isu negatif yang terjadi di negara ini, sepakbola(TIMNAS)bisa menyatukan atau setidaknya menjadi sedikit pengobat kegelisahan sebagian besar rakyat Indonesia,tapi entah bagaimana para pemangku jabatan/para tokoh utama baik di dalam maupun di luar federasi seolah-olah masih ingin merebut satu2nya hiburan/kebahagian kami sebagian besar pecinta sepak bola khususnya pecinta timnas. Tidak kah kalian sadar,berapa banyak rakyat yang telah kalian dzalimi !! #savetimnas #timnasmilikkitabersama",ketidakpastian ekonomi banyak isu negatif negara sepakbolatimnasbisa satu obat gelisah rakyat indonesiatapi mang jabatanpara tokoh utama federasi seolaholah rebut hiburankebahagian cinta sepak bola cinta timnas kah sadarberapa rakyat dzalimi savetimnas timnasmilikkitabersama
"Tetap semangat dan jangan menyerah,Kami selalu mendukung Timnas Indonesia",semangat menyerahkami dukung timnas indonesia
Kita apresiasi pmain turunan n lokal. Tapi sangat disayangkan dgn skuat yg pilihannya melimpah spt ini tdk dmanfaatkan dgn baik.,apresiasi pmain turun lokal sayang skuat pilih limpah spt dmanfaatkan
"Ibarat rumah: pondasi dibangun Luis Milla, di teruskan STY sampai terbentuk 85% lalu dengan kebodohan ketum PSSI dan jajaranya memecat STY, dan di serahkanlah ke KLUIVERT, sampai² Rumah yang sudah terbentuk 85% dihancur leburkan KLUIVERT PSSI dan JAJARANYA😢😢",rumah pondasi bangun luis milla terus sty bentuk bodoh tum pssi jajaranya pecat sty serah kluivert rumah bentuk hancur lebur kluivert pssi jajaranya
"STY lagi nganggur tuhh, tinggal ganti aja!",sty nganggur tuhh tinggal ganti
"Trik politik sampah yg dilakukan ET, Demi suara untuk 2029 dia nekat mengganti STY, karna kalah pamor. Kalau indonesia lolos pildun dibawah PK rakyat indonesia akan bertrimakasih berkat dia sudah mengganti STY, Kalau Indonesia gagal Pildun Rakyat akan rame2 nyalahin PK seperti saat ini. Lolos atau tidaknya indonesia di pildun ET posisinya aman.",trik politik sampah et suara nekat ganti sty kalah pamor indonesia lolos pildun bawah pk rakyat indonesia bertrimakasih berkat ganti sty indonesia gagal pildun rakyat rame nyalahin pk lolos tidak indonesia pildun et posisi aman
Jangan hujat pemainnya tapi hujat yang pecat sty.,hujat main hujat pecat sty
Bukan pecinta sty tapi menurut saya sty masih lebih bagus dari patrick. Jika setelah ini jika ada penggantian pelatih saya kira harus kualitas pelatih yg berada di atas dari kedua pelatih ini. Jika ingin timnas lebih baik. Sangat disayangkan dengan squad bagus dan mewah tapi pelatih sangat buruk dalam memilih pemain dan buruk taktik. Semoga Indonesia kedepan lebih baik lagi.,cinta sty sty bagus patrick ganti pelatih kualitas pelatih pelatih timnas sayang squad bagus mewah pelatih buruk pilih pemain buruk taktik moga indonesia depan
"Padahal Iraq kemarin maen nya biasa2 aja,,",iraq kemarin maen
"Cabor ini di Indonesia ""kayaknya"" sepanjang masa bikin nangis karena kecewa. Kenapa nggak dibubarkan aja cabor ini? Lebih baik cabor angkat berat, bulu tangkis. Kan msh ada futsal? Sedikit mirip2 sepakbola.",cabor indonesia kayak bikin nang kecewa bubar cabor cabor angkat berat bulu tangkis msh futsal sepakbola
Sekrng pemain sudah mewah pelatih sudah mewah tapi hasilnya ambruk,sekrng pemain mewah pelatih mewah hasil ambruk
sty ada karna nego ratu tista patrik ada karna et ingat inter waktu dipegang et jadi apa jadi bubur ayam,sty nego ratu tista patrik et inter pegang et bubur ayam
"​ @dwisaptaprabowo3897 pada gk paham, yg fans inter pasti tau dia hanya pembisnis makanya bnyk pemain top kenal dia kalau soal game plan tim mana tau dia",paham fans inter bisnis bnyk pemain top kenal game plan tim
Erik beli kucing dalam karung 😂,erik beli kucing karung
Erik harus tanggung jawab 😂,erik tanggung
"PK OUT..!!!👍 ERICK THOHIR, PERTAHANKAN..!!!, karena berkat ET lah, TIMNAS bisa dapet Pemain² EROPA..🔥🔥 mungkin, ALEX PASTOOR bisa coba dijadikan PELATIH UTAMA untuk saat ini...",pk out erick thohir tahan berkat et timnas dapet pemain eropa alex pastoor coba jadi pelatih utama
"Gua pengen liat ET out, biar PSSI kembali ke setelan pabrik dipimpin eks jendral yg duduk cuma buat nyagub.",ken liat et out biar pssi setel pabrik pimpin eks jendral duduk nyagub
Tenang bro jgn esmosi dulu konon ktnya jatah tim pildun 2030 adalah 64 tim masa timnas ga lolos dgn jatah segambreng gt 😁,tenang jgn esmosi konon ktnya jatah tim pildun tim timnas lolos jatah segambreng gt
Ga ada ET ga mgkn pemain bgs2 mau gabung ke Timnas walaupun pak ET tetap bertanggung jawab atas kegagalan Timnas,et mgkn pemain bgs gabung timnas et tanggung gagal timnas
​ @BambangDevin nah gw setuju tp dia ttp harus konsekuensi dg omongane...,tuju ttp konsekuensi dg omongane
Naturalisasi sebelum ET cuma sekelas pemain medioker. Pemain naturalisasi yg skrg mau gabung krn liat ET.,naturalisasi et kelas pemain medioker pemain naturalisasi skrg gabung liat et
sepakat exco2 juga kek thai,sepakat exco thai
Petrik aja yg Out pak Erik jangan 🎉🎉🎉,trik out erik
Sombong kale macam udah kayak negara langganan pildun nyuruh ketua federasi mundur gara2 g lolos pildun Udah lupa lo kaya apa lvl timnas sebelum et jadi ketum? Et mundur lvl timnas balik lagu jadi dibawah vietnam baru tau kau,sombong kale udah negara langgan pildun nyuruh ketua federasi mundur gara lolos pildun udah lupa kaya lvl timnas et tum et mundur lvl timnas lagu bawah vietnam kau
​ @Leonhart84 ya klo msih mo bicara gitu..ngpain gnti platih di tgh2 prjuangan..seolah2 mmberi jminan bhwa dg platih bru ada jminan bkl lolos,ya msih mo bicara gitungpain gnti platih tgh prjuanganseolah mmberi jminan bhwa dg platih bru jminan bkl lolos
Erik out:yg ganti menurut lo spa.. Petrik out:ganti pelatih yg mana apa pelatih berkelas yg ngantri mau melatih timnas,erik outyg ganti spa trik outganti pelatih pelatih kelas ngantri latih timnas
Dan hasil akhir timnas kembali ke masa suram😂dengan para pemain lokal,hasil timnas suramdengan pemain lokal
seluruh exco out,exco out
"Kalo aku....sekjen mundur!!!!!!!!!! Patrick silakan pergi......pemain TIMNAS gak cocok lgsg filosofi permainan anda.....atau memang filosofi permainan sepak bola anda bermain dg penguasaan bola dan menyerang, tp KLO gak menciptakan puang buat apa....gk mngkin bs jebol gawang lawan kalo mengutamakan penguasaan bola ....sepak bola itu yg pnting cetak gol....dan gak kemasukan....camkan itu....!!!!!!",kalo akusekjen mundur patrick sila pergipemain timnas cocok lgsg filosofi main andaatau filosofi main sepak bola main dg kuasa bola serang cipta puang apagk mngkin bs jebol gawang lawan kalo utama kuasa bola sepak bola pnting cetak goldan kemasukancamkan
Titik ketua dpr,titik ketua dpr
Petrikk out!,petrikk out
Betul sebagus apapun ET dia yg bikin semua ini gagal total...bubar2in aja sekalian,bagus apa et bikin gagal totalbubar in
"Erik pasti out , kan dia menpora skrg Uda otomatis",erik out menpora skrg uda otomatis
Iya benar BUMN gagal pengurus bola gagal wkwk,iya bumn gagal urus bola gagal
