komentar,komentar_bersih,label_final,alasan_label
Fokus AFF saja lah.😅,fokus aff,negatif,Sindiran bahwa target realistis hanya AFF setelah gagal.
"Patrick klivert memang melakukan perubahan di Timnas Indonesia.. TAPI, PERUBAHAN MENGHANCURKAN IMPIAN PARA PEMAIN & FAN TIMNAS SELURUH RAKYAT INDONESIA DIMANA PUN BERADA. Tujuan Utama Cari Pelatih Agar Timnas dari suatu Negara bisa mencapai Turnament Level Tertinggi yaitu WORLD CUP. Perjalanan dari NOL dan belum selesai sampai titiknya... Di RUSAK DI UJUNG JALAN...😮😮😮 Sampai kapan pun kalo masih seperti itu Timnas dari Negara mana pun TIDAK AKAN BISA TERCAPAI.",patrick klivert ubah timnas indonesia ubah hancur impi pemain fan timnas rakyat indonesia mana tuju utama cari pelatih timnas negara capai turnament level tinggi world cup jalan nol selesai titik rusak ujung jalan kalo timnas negara capai,negatif,Kritik keras kepada Patrick karena dianggap menghancurkan impian Timnas.
"Kalo kata gua,mending perbaiki dulu dari federasi nya kalo federasi nya udah bgus mh,ke timnas nya juga bagus,contoh nya jepang federasinya bagus ke timnas nya juga bagus.",kalo guamending baik federasi kalo federasi udah bgus mhke timnas baguscontoh jepang federasi bagus timnas bagus,negatif,Kritik terhadap federasi sebagai akar masalah Timnas.
Geram bgt sama petrick livert kpgn mukul kepala botaknya,geram petrick livert kpgn mukul kepala botak,negatif,Kemarahan langsung kepada Patrick/Kluivert.
Var saat indonesia Vs irak tidak terlihat satu kalipun berbeda saat lawan arab saudi ini sungguh aneh !!,var indonesia vs irak kali beda lawan arab saudi sungguh aneh,negatif,Curiga/kecewa terhadap keputusan VAR pada laga Indonesia.
7:32 bahan bakar neraka...😅,bahan bakar neraka,netral,Hanya kutipan/bercandaan tanpa opini jelas terhadap Timnas.
Sori min bukan cari kambing hitam tapi emang kita semua siapa dalang d balik gagal ya timnas Indonesia k pildun,sori cari kambing hitam emang dalang gagal ya timnas indonesia pildun,negatif,Mencari pihak yang bertanggung jawab atas kegagalan Timnas.
"Saya cuman Mau Katakan ""MIMPI KE PIALA DUNIA ITU HADIR KETIKA MENANG ATAS ARAB 2-0"". Tetap Bangga Sama Pasukan Garuda & PSSI yg telah membawa Harapan. Tatap ke PLAN selanjutnya Piala Asia.",cuman mimpi piala dunia hadir menang arab bangga pasu garuda pssi bawa harap tatap plan piala asia,positif,Tetap bangga kepada Garuda/PSSI dan melihat rencana berikutnya.
BOHIR DAN MAFIA BOLA WAJIB TANGGUNG JAWAB!!,bohir mafia bola wajib tanggung,negatif,Menuntut bohir/mafia bola bertanggung jawab.
Padahal jangan dulu ganti pelatih,ganti pelatih,negatif,Menilai pergantian pelatih sebagai keputusan yang salah.
Kluivert out...Sty In...gak make tawar menawar..no debat..Intinya Sty Harus balik,kluivert outsty ingak make tawar menawarno debatintinya sty,negatif,Menuntut Kluivert keluar dan STY kembali.
STY MANA STY.........,sty sty,positif,Ungkapan dukungan/kerinduan kepada STY.
Ngapa gk mainin Klok aja smpe FT..,ngapa mainin klok smpe ft,negatif,Mengkritik keputusan tidak memainkan Klok.
Karma akibat korupsi udah dikutuk Indonesia kayaknya,karma akibat korupsi udah kutuk indonesia kayak,negatif,Mengaitkan kegagalan dengan karma/korupsi secara negatif.
"8:12 PSSI menggunakan Pedang Menusuk STY karena siklus kekalahan VS 🇨🇳 , Tapi STY Membayar atas kekalahan dr 🇨🇳 dg Kemenangan dr 🇸🇦 (kalah dr 🇯🇵 jgn di hitung dr awal 🇲🇨 Tidak mengharapkan point dr 🇦🇺 🇯🇵) (dr 🇸🇦 pun 🇲🇨 target nya seri) dari kekalahan 🇨🇳 bergulir opini liar salah satunya masalah Bahasa STY (STY tdk bisa b.inggris) dr panasnya suasana Tiba Keputusan Ketum Memecat STY Mengambil PK, semua udh tau trek record PK sebagai Pelatih 😂 cuma karena Legenda Berprestasi sebagai Pemain+++nya dr Belanda itu Sebagai nilai plus nya PK",pssi pedang tusuk sty siklus kalah vs sty bayar kalah dg menang kalah jgn hitung harap point target seri kalah gulir opini liar salah satu bahasa sty sty binggris panas suasana putus tum pecat sty ambil pk udh trek record pk pelatih legenda prestasi main belanda nilai plus pk,negatif,Kritik panjang terhadap PSSI/isu pemecatan STY.
"Ya pada kesimpulan nya mnurut saya pelatih eropa mau sekaliber pep guardiola jadi pelatih timnas indonesia pun klau tidak faham sepak cultur sepak bola asia bakalan kesulitan klau shin tae yong kan sudah tau cultur nya sepak bola asia yg paling utama cultur srpak bola timur tengah negara"" arab itu shin tae yong tau jadi jikalau kluivert di ganti oun mending pengganti nya pelatih dari asia yg sudah faham betul cultur sepak bola asia",ya simpul mnurut pelatih eropa kaliber pep guardiola pelatih timnas indonesia klau faham sepak cultur sepak bola asia sulit klau shin tae yong cultur sepak bola asia utama cultur srpak bola timur negara arab shin tae yong kluivert ganti oun mending ganti pelatih asia faham cultur sepak bola asia,negatif,Mengkritik pilihan pelatih Eropa dan membandingkan dengan STY.
"Jauh bsnget berharap sepakbola indonesia bisa kaya Jepang, itu cuma mimpi basah fans indo doang",bsnget harap sepakbola indonesia kaya jepang mimpi basah fans indo doang,negatif,Pesimis terhadap masa depan sepak bola Indonesia.
Blundernya Rizky Ridho membawa timnas Indonesia gagal ke piala dunia 😂😂,blundernya rizky ridho bawa timnas indonesia gagal piala dunia,negatif,Menyalahkan blunder pemain atas kegagalan Timnas.
"Setiap scroll pasti ada yang nyebut P͟U͟L͟A͟U͟W͟I͟N, ini apaan cuy?!",scroll nyebut pulauwin,netral,Bertanya tentang istilah yang muncul di komentar.
Dominik szoboszolai,dominik szoboszolai,netral,Hanya menyebut nama pemain tanpa opini jelas.
Arya sinalunga harus bertanggung jawab dan mundur dari PSSI,arya sinalunga tanggung mundur pssi,negatif,Menuntut pihak PSSI bertanggung jawab dan mundur.
"Blunder patal dari pssi harus menghapuskan harapan kami semua ,",blunder patal pssi hapus harap,negatif,Menyebut blunder PSSI menghapus harapan publik.
KALAU MAU GAGAL NGAPAI PCAT STY YA MINN,gagal ngapai pcat sty ya minn,negatif,Sindiran terhadap keputusan memecat STY jika akhirnya gagal.
Sudah bener sty malah milih belanda,bener sty milih belanda,negatif,Kritik keputusan memilih pelatih Belanda dibanding STY.
Kasian pemain timnas Indonesia gara gara pelatih banyak experimen dan ketua PSSI yang harus ber tanggung jawab panggil lagi sty dan untuk Erik Tohir silahkan anda pergi dari PSSI,kasi pemain timnas indonesia gara gara pelatih experimen ketua pssi ber tanggung panggil sty erik tohir silah pergi pssi,negatif,Menyalahkan pelatih/PSSI atas kondisi pemain dan kegagalan.
"Entah kenapa proses dan perjuangan yang begitu lama dan panjang dihancurkan begitu saja oleh pssi itu sendiri, tapi orang2 yg mengikuti erick tohir dari jaman dia jadi presiden inter milan sudah tidak heran betapa busuknya akalnya, dia juga di inter memecat roberto mancini lalu menggantikan sama pelatih belanda frank debor, emang dasarnya si erick pro sama belanda.",proses juang hancur pssi orang ikut erick tohir jaman presiden inter mil heran betapa busuk akal inter pecat roberto mancini ganti pelatih belanda frank debor emang dasar si erick pro belanda,negatif,Kritik keras terhadap PSSI/Erick Thohir terkait proses yang dihancurkan.
