komentar,komentar_bersih,label_final,alasan_label
Intinya klo kita mmng mau sukses perbaiki struktur d PSSI dri dlu smpai skrng tdak ada prubhannya hnya 1 atau 2 orng sja yg brubah dengan sgla hrmat trllu bnyk mafia.nya KLO PSSI tdak mau bebenah smpai kpnpun tdak akan prnah ada kmjuan dan hnya akn sllu mmbuang2 uang dan mmbkar uang sja krjaan mreka amburadul smua lihat liga kita sprti liga tarkam dperkmpungan yg tdak prnah sklah bola,inti mmng sukses baik struktur pssi dri dlu smpai skrng tdak prubhannya hnya orng sja brubah sgla hrmat trllu bnyk mafia pssi tdak bebenah smpai kpnpun tdak prnah kmjuan hnya akn sllu mmbuang uang mmbkar uang sja krjaan mreka amburadul smua lihat liga sprti liga tarkam dperkmpungan tdak prnah sklah bola,negatif,"Kritik keras terhadap struktur PSSI, mafia, dan pengelolaan sepak bola."
Pak Erik pak Erik,erik erik,netral,Hanya menyebut nama Erick tanpa opini yang jelas.
Ai💔,ai,negatif,Emoji patah hati menunjukkan kekecewaan.
kembalikan sty😢,kembali sty,negatif,Meminta STY kembali karena tidak puas dengan kondisi saat ini.
Tetap semangat timnas Indonesia🇮🇩selalu di hati Komen yg seperti ink saya bikin Eneg mau muntah!! Sialan..,semangat timnas indonesiaselalu hati komen ink bikin eneg muntah sial,negatif,Menyindir komentar dukungan dan menunjukkan rasa kesal.
ORANG WARAS GAK AKAN MERUBAH MIMPI BESARNYA SETELAH DENGAN SEGALA KEMAMPUAN BERUSAHA MEWUJUDKANNYA DAN KETIKA KEMUNGKINAN BESAR MIMPI ITU BISA JADI NYATA.,orang waras rubah mimpi besar mampu usaha wujud mimpi nyata,negatif,Bernada kritik terhadap perubahan mimpi besar/keputusan yang diambil.
"Patah hati, tapi bukan gara gara wanita 💔",patah hati gara gara wanita,negatif,Ekspresi patah hati terhadap kegagalan.
"Ah ,nanti ada lagi ,, piala dunia blm pantas bagi kita . Ada waktu 4 taun ke depan buat memantas kan diri . Saya fans sejati timnas tidak akan. Mencari siapa yg salah ?!",ah piala dunia blm taun pantas fans sejati timnas cari salah,positif,"Mengajak menerima keadaan, tetap menjadi fans Timnas, dan tidak mencari salah."
❤❤❤ sty,sty,positif,Dukungan dan cinta kepada STY.
Udalah jg dibahas lagi kita semua tau pemain Uda berjuang semaksimal mungkin jg saling menyalahkan Krn Allah blm mengijinkan kita ke pildun,uda jg bahas pemain uda juang maksimal jg salah allah blm mengijinkan pildun,positif,Mengapresiasi perjuangan pemain dan tidak ingin saling menyalahkan.
Bang TOWEL JA PELATIHNYA MIIN.....😂😂😂,bang towel ja latih miin,netral,Komentar bercanda soal usulan pelatih.
Succes selalu buat kak admin yang selalu memberikan informasi yang akurat di dunia si kulit bundar 🙏,succes kak informasi akurat dunia si kulit bundar,positif,Apresiasi kepada admin/konten informasi sepak bola.
Mafia berkata lain😂,mafia,negatif,Menyindir adanya mafia sebagai penyebab.
Pelatih selanjutnya coach justin,pelatih coach justin,netral,Usulan pelatih selanjutnya tanpa emosi jelas.
Petrik outttttttt STY in 🎉,trik outttttttt sty in,negatif,Seruan Patrick keluar dan STY masuk menunjukkan ketidakpuasan.
makasih banyak yaa supportnya 🙏,makasih yaa supportnya,positif,Ucapan terima kasih atas dukungan.
"Tak sepenuhnya akurat,nyakot sana sini juga cari informasi sampai tuh ketum PSSI gak berani disebut padahal salah satu yg wajib bertanggung jawab selain pelatih PK😅😅😅",sepenuh akuratnyakot cari informasi tuh tum pssi berani salah wajib tanggung pelatih pk,negatif,Kritik terhadap ketum PSSI dan pelatih yang dianggap harus bertanggung jawab.
Tenang masih ada Piala Asean 2026 yg lebih bergengsi karna gak perlu susah payah ikut kualifikasi😂😂,tenang piala asean gengsi susah payah kualifikasi,negatif,Sarkasme tentang Piala ASEAN sebagai pengganti Piala Dunia.
Ngeri Lo min ..gua pecah ketawa saat Lo bilang insyaallah wasitnya jdi bahan neraka 😂😂😂,ngeri pecah ketawa bilang insyaallah wasit bahan neraka,netral,"Komentar bercanda terhadap ucapan admin, tidak menilai Timnas secara langsung."
"Generasi timnas 2010 yg patah hati di final aff, kembali patah hati di 2025 ini 😢",generasi timnas patah hati final aff patah hati,negatif,Ekspresi patah hati atas kegagalan Timnas.
