komentar,komentar_bersih,label_final,alasan_label
Demgan skema taktik petrik sprti itu.. kalopun main dr round 2 kayaknya susah buat lolos round 3,demgan skema taktik trik sprti kalo main round kayak susah lolos round,negatif,Kritik terhadap skema/taktik Patrick dan pesimis lolos.
untuk sporter indonesia klo mau di dengar ambil langkah demo di gedung pssi,sporter indonesia dengar ambil langkah demo gedung pssi,negatif,Mengarah pada protes terhadap PSSI.
Sabar dulu enga lihat kalian sporter Indonesia sedang berduka. ..,sabar enga lihat sporter indonesia duka,negatif,Menunjukkan suasana berduka/kekecewaan suporter.
Setujuu bang.klau PK out.,setujuu bangklau pk out,negatif,Mendukung Patrick/Kluivert keluar.
"makanya di jaman STY anak2 di larang banyak menahan ataw mengocek bola,apalagi sebagai pemain pertahanan",jaman sty anak larang tahan ataw kocek bolaapalagi pemain tahan,positif,Membela atau menilai positif sistem/pola pelatih STY.
Salahkan tohir.. kegagalan ini bukan salah pemain atau sepenuhnya salah pelatih.. tapi tohir lah yang harus disalahkan,salah tohir gagal salah pemain sepenuh salah pelatih tohir salah,negatif,Menyalahkan Erick Thohir atas kegagalan.
"Saya udah yakin sejak lawan China, ini timnas era kluivert gk tau cara nya nyerang, sangat berharap sebelum babak ini kluivert keluarin semua yg dia bisa buat benahi hal ini tapi yaa emang segitu doang mampu nya gk ada yg berubah. Jadi kegagalan ini sangat di sesalkan & kita emang belum pantas masuk piala dunia, percuma segala hal di protes kalo fakta nya emang keadaan kita yg belum mampu. Harapan di team ini masih sangat besar ke depan nya semoga ada yg bisa meracik tim ini jadi RAKSASA ASIA🔥",udah lawan china timnas era kluivert nyerang harap babak kluivert keluarin benah yaa emang segitu doang ubah gagal sesal emang masuk piala dunia protes kalo fakta emang harap team moga racik tim raksasa asia,negatif,Kritik terhadap Kluivert dan menyayangkan kegagalan Timnas.
Sebelum match jg udah heboh bung😂 hrs nya hal2 yg tdk penting demi ngejar rating jgn terlalu over 😢,match jg udah heboh hrs ngejar rating jgn over,negatif,Kritik terhadap heboh/over sebelum pertandingan.
Pssi và ĐTQG Indonesia đã thất bại toàn tập du đã nhập tịch đay du những cầu thủ Hà Lan chơi bóng ở châu âu về đá vòng loại world cup...,pssi tqg indonesia tht bi ton du nhp tch ay du nhng cu th lan chi bng chu vng loi world cup,negatif,Menyebut PSSI dan Timnas gagal total.
"Towel dan Justin: yg penting ball possession, kalah belakangan",towel justin ball possession kalah,negatif,Sindiran terhadap ball possession tetapi kalah.
Bung binder objektif dalam penilaian,binder objektif nilai,positif,Pujian terhadap objektivitas Bung Binder.
the haye way,the haye way,netral,Hanya menyebut slogan/nama tanpa opini jelas.
Patrick Kluivert #out Bojan hodak #in,patrick kluivert out bojan hodak in,negatif,Menuntut Patrick Kluivert keluar.
"Ketum pssi beserta jajaranya dan towel cs, ketawa gembira dengan kegagalan timnas menuju pildun 2026😢😢",tum pssi serta jajaranya towel cs ketawa gembira gagal timnas pildun,negatif,Sindiran/kritik terhadap PSSI dan pihak terkait atas kegagalan Timnas.
"baru kali Indonesia sampai sedekat ini dengan piala dunia 😭 sayang gagal, harus evolusi total demi pildun 2030 dengan persiapan panjang dan matang",kali indonesia dekat piala dunia sayang gagal evolusi total pildun siap matang,negatif,Mengungkapkan sayang/kecewa karena gagal meski sudah dekat Piala Dunia.
"Wajar verdonk dan Haye menangis kecewa, krn umur sdh habis utk menunggu 4th lagi",wajar verdonk haye menang kecewa umur sdh habis tunggu th,negatif,Menggambarkan kekecewaan pemain dan situasi yang menyedihkan.
Sya yg mengikuti timnas dari 0 buat menuju ke pildun 26 Meras keslcewa dengan kgagalan timnas yg di isi sama pk,sya ikut timnas pildun ras keslcewa kgagalan timnas isi pk,negatif,Menyatakan kecewa terhadap kegagalan Timnas di era PK.
"Sakit parah,, sih, sejauh ini sampe rounde 4 pdhal dikit lagi itu",sakit parah sampe rounde pdhal dikit,negatif,Ekspresi sakit/kecewa karena hampir lolos.
"Sebagai fans dan penikmat,saya hanya ingin terus bersama timnas,saya akan tetap bersama timnas🇮🇩",fans penikmatsaya timnassaya timnas,positif,Tetap mendukung dan ingin bersama Timnas.
Tiga kata yang bakal selalu menggentayangi petinggi-petinggi PSSI bapuk itu Shin Tae Yong 😈,gentayang petinggipetinggi pssi bapuk shin tae yong,negatif,Kritik keras terhadap petinggi PSSI.
"Kalau pun ujung-ujungnya gagal juga, mending gagal sama pelatih yg membangun squad ini. sehat-sehat coach STY.",ujungujungnya gagal mending gagal pelatih bangun squad sehatsehat coach sty,negatif,Menyayangkan kegagalan dan membandingkan dengan pelatih yang membangun skuad.
"ingat kata BANG JAY , Tim ini tidak berhenti disini , tim ini di proyeksikan untuk masa yang akan datang , jangan sedih berlarut , kita Harus kuat dan kompak untuk ajang selanjut nya .",bang jay tim henti tim proyeksi sedih larut kuat kompak ajang lanjut,positif,Memberi semangat agar tidak larut sedih dan tetap kompak.
"Ini timnas Indonesia, jangan pernah menghina club masing""pemain",timnas indonesia hina club masingpemain,positif,Mengajak tidak menghina klub/pemain dan mendukung persatuan Timnas.
Gua lebih iklas kalau gugurnya sama pelatih yg ga bisa pake bahasa Inggris,iklas gugur pelatih pake bahasa inggris,negatif,Sindiran terhadap kegagalan dan perbandingan pelatih.
Ambil hikmahnya,ambil hikmah,positif,Mengajak mengambil hikmah dari kejadian.
"Quotesnya adalah : "" perbedaan budaya juga bahasa tidak lebih buruk daripada apapun semua harus sama. """,quotesnya beda budaya bahasa buruk apa,netral,Berisi kutipan umum tanpa sentimen jelas terhadap Timnas.
ET orang yg paling harus bertanggung jawab.,et orang tanggung,negatif,Menyebut Erick Thohir harus bertanggung jawab.
7:32 gila lu min😂,gila,netral,"Candaan kepada admin/creator, tidak terkait sentimen Timnas."
Aku ikut nangis waktu pemain pada nangis sumpah nyesek banget rasanya 😢,nang pemain nang sumpah nyesek,negatif,Menunjukkan kesedihan mendalam melihat pemain menangis.
Kluitvert tidak bisa di salahkan 100℅.Kesalahan jelas ada di pengurus PSSI yg mengambil keputusan memecat STY dan memilih pengganti yg tanpa pengalaman bagus melatih tim.,kluitvert salah salah urus pssi ambil putus pecat sty pilih ganti alam bagus latih tim,negatif,Kritik terhadap keputusan PSSI memecat STY dan memilih pengganti.
"Rasa sakit ini akan diingat sampai 2 tahun kedepannya, PSSI wajib punya blueprint 2040, soal peningkatan liga, pembinaan dan timnas, kalau mau niat ke Piala Dunia, 2030 wajib lolos piala dunia, jangan ada politik di sepakbola.",sakit depan pssi wajib blueprint tingkat liga bina timnas niat piala dunia wajib lolos piala dunia politik sepakbola,negatif,Mengungkapkan rasa sakit dan kritik soal pengelolaan sepak bola/PSSI.
Menguatkan hati untuk menonton video ini😢😢,kuat hati tonton video,negatif,Ekspresi sedih saat menonton video.
kami tidak butuh hiburan kami lebih butuh kemenangan,butuh hibur butuh menang,negatif,"Kritik karena publik membutuhkan kemenangan, bukan hiburan."
Mereka semua wajib di Pecat,wajib pecat,negatif,Menuntut pihak terkait dipecat.
"Kata pak ketum nya juga ""ngimpi kok masuk pildun😂"" kocak seorang ketua federasi bisa berstatment macam itu",tum ngimpi masuk pildun kocak ketua federasi berstatment,negatif,Kritik terhadap pernyataan ketua federasi.
Mereka mafia yg tersembunyi,mafia sembunyi,negatif,Menuduh adanya mafia tersembunyi.
Engga segitunya kok bro...,engga segitunya,netral,Tanggapan umum tanpa arah sentimen yang jelas.
​ @Ubique72 segituny,segituny,netral,Tanggapan singkat yang tidak memuat opini jelas.
😢fKarena management pssi dibawah ET timnas bisa melangkah jauh sampai dititik sekarang. Sadar bro dulu timnas masuk piala asia pun sulit apalagi bermimpi masuk piala dunia,fkarena management pssi bawah et timnas lang titik sadar timnas masuk piala asia sulit mimpi masuk piala dunia,positif,Membela manajemen PSSI/ET dengan menyoroti kemajuan Timnas.
"​ @RaskalGg-s1s iya bro, cmn mafia pssi ttep ga mau kalah bro. Indonesia lolos, mafia boncos",iya cmn mafia pssi ttep kalah indonesia lolos mafia boncos,negatif,Menuduh mafia PSSI dan mengaitkan dengan kegagalan/kelolosan.
Orang pssi kalo didepan kamera sok sedih bro,orang pssi kalo depan kamera sok sedih,negatif,Kritik terhadap PSSI yang dianggap pura-pura sedih.
Ya iya lah ketawa kalau gak aneh aneh cara kelola pemain timnas udah masuk pildun,ya iya ketawa aneh aneh kelola pemain timnas udah masuk pildun,negatif,Kritik terhadap cara pengelolaan pemain Timnas.
"Punya bukti bangg ,",bukti bangg,netral,Pertanyaan/permintaan bukti tanpa sentimen jelas.
Towel Sruh mandii,towel sruh mandi,negatif,Komentar bernada mengejek tokoh terkait sepak bola.
Kalau negaranya belom bubar 😂,negara bom bubar,negatif,Sindiran pesimis terhadap kondisi negara.
Wiiiiiiiiiiihhhhhhh,wiiiiiiiiiiihhhhhhh,netral,Ekspresi seruan tanpa konteks sentimen jelas.
Keputusan blunder PSSI pecat sty 😡😭,putus blunder pssi pecat sty,negatif,Kritik keputusan PSSI memecat STY.
Semua bertanggung jawab 🤔🤔🤔,tanggung,negatif,Menyatakan semua pihak bertanggung jawab atas kegagalan.
Aamiin,aamiin,positif,Doa/harapan positif.
Mending jajang nurjaman jd pelatih dr pda sty,mending jajang nurjaman pelatih pda sty,negatif,Membandingkan dan mengkritik pilihan pelatih.
