komentar,komentar_bersih,label_final,alasan_label
Gua jujur suka banget main semalam. Walaupun kalah tapi main kita bagus banget... gak papa kalah penting ada permainan bagus . Kalau sudah main bagus kalah jg itu soal lain... pemain seperti semalam ini harus tetap pemain inti jangan di otak atik lg,jujur suka main malam kalah main bagus papa kalah main bagus main bagus kalah jg pemain malam pemain inti otak atik lg,positif,Memuji permainan Timnas meskipun kalah.
Bangga memakai Pelatih kelas dunia yang paling Jenius saat ini,bangga pakai pelatih kelas dunia jenius,positif,Memuji pelatih sebagai kelas dunia.
"Sebuah prestasi bisa sampai round 4,kita satu satunya di asia tenggara",prestasi round satu asia tenggara,positif,Menganggap pencapaian ronde 4 sebagai prestasi.
Kalian sudah berjuang sampai titik darah penghabisan. Kami tetap mendukungmu.,juang titik darah habis dukung,positif,Dukungan terhadap perjuangan Timnas.
"Sudah berusaha dan berjuang walaupun blm berhasil ,Masih ada Piala,Asia dan harus dipersiapkan dengan serius",usaha juang blm hasil pialaasia siap serius,positif,Apresiasi perjuangan dan ajakan persiapan serius.
"Tim bermain baik dan maksimal, namun kita tetap kalah harus diterima ..",tim main maksimal kalah terima,positif,Menilai tim bermain baik dan menerima kekalahan.
"Mainnya kita sangat bagus, sudah mirip dengan mainnya Irak khusus babak pertama, seperti tim ranking 50 an, tapi peluang banyak yang tidak jadi gol",main bagus main irak khusus babak tim ranking an peluang gol,positif,Memuji kualitas permainan Timnas.
Bedankt Meneer Semoga kegagalan kali ini menjadi yg terakhir 2030 kita harus berhasil lolos World CUP,bedankt meneer moga gagal kali hasil lolos world cup,positif,Harapan agar kegagalan menjadi yang terakhir.
Hebat pa erik😂,hebat pa erik,negatif,Pujian kepada Erick bernada sarkas.
SABAR BANG JAY KETIDAK ADILAN PASTI KENA AZAB DARI YG MAHA KUASA ALLAH SUBHANAHU WATAALLA,sabar bang jay tidak adil kena azab maha kuasa allah subhanahu wataalla,negatif,Kemarahan terhadap ketidakadilan pertandingan.
Patrick Kluivert pandai bersandiwara,patrick kluivert pandai sandiwara,negatif,Menuduh Patrick Kluivert bersandiwara.
Pergantian pelatih yang menghancurkan semua,ganti pelatih hancur,negatif,Mengkritik pergantian pelatih sebagai penyebab kehancuran.
Masuk ronde 4 aja uuh rasanya dh dag dig dug apalagi masuk pildun 2026 .. Tp ya sudahlh. Terima kasih timnas garuda ❤,masuk ronde uuh dh dag dig dug masuk pildun ya sudahlh terima kasih timnas garuda,positif,Ucapan terima kasih kepada Timnas Garuda.
Terimakasih Erick Tohir mimpi anak indonesia telah kamu pupus.,terimakasih erick tohir mimpi anak indonesia pupus,negatif,Menyalahkan Erick Thohir karena memupus mimpi.
"Menangis campur amarah yang gak bisa di luapkan, sebagai pendukung TIMNAS",menang campur amarah luap dukung timnas,negatif,Mengungkap amarah dan kekecewaan sebagai pendukung Timnas.
Kalian tidak berhenti sampai disini wahai timnasku...tapi PK harus berhenti sampai disini menurutku...kami sllu menunggu untuk qualifikasi berikutnya dan sebelum menutup mata saya ingin melihat timnasku masuk dipildun..aamiinn.,henti timnaskutapi pk henti menurutkukami sllu tunggu qualifikasi tutup mata timnasku masuk dipildunaamiinn,negatif,Mendukung Timnas tetapi menilai Patrick harus berhenti.
Game over,game over,negatif,Ungkapan kekecewaan bahwa perjuangan sudah berakhir.
respact tegakkan kepala kalian Tim pemain sudah berusaha keras. Biarkan federasi dan pelatih yg bertanggung jawab,respact tegak kepala tim pemain usaha keras biar federasi pelatih tanggung,negatif,Menyatakan federasi dan pelatih harus bertanggung jawab.
Pemain pelatih udah bagus,pemain pelatih udah bagus,positif,Menilai pemain dan pelatih sudah bagus.
"Gol irak memang murni kehebatan individu pemain irak, bukan sepenuhnya kesalahan pemain belakang.",gol irak murni hebat individu pemain irak sepenuh salah pemain,netral,Menjelaskan gol Irak dan membela pemain tanpa emosi kuat.
Sebagai Fans Kita hanya bisa memberikan support bayangkan pemain seperti Tom Kevin yg usia mereka tidak.mudah Lagi Ini Mungkin jadi akhir sudah berkorban pinda negara tapi Gagal respek buat pemain timnas,fans support bayang pemain tom kevin usia tidakmudah korban pinda negara gagal respek pemain timnas,positif,Memberi support dan respek kepada pemain Timnas.
Aku rindu st,rindu st,positif,Ungkapan rindu kepada STY.
Inilah akibat tidak melakukan background check dan track record sebelum memilih pelatih kepala,akibat background check track record pilih pelatih kepala,negatif,Mengkritik pemilihan pelatih tanpa cek rekam jejak.
Kembalikan Sty,kembali sty,negatif,Meminta STY dikembalikan sebagai kritik terhadap kondisi saat ini.
Hore hore,hore hore,netral,Komentar singkat tanpa konteks sentimen jelas.
Sedih ya allah,sedih ya allah,negatif,Ekspresi sedih atas kegagalan.
Hanya sintayong yg bisa bawa Garuda terbang tinggi,sintayong bawa garuda terbang,positif,Memuji STY sebagai sosok yang bisa membawa Garuda tinggi.
Kami tetap mendukungmu garuda ku,dukung garuda ku,positif,Tetap mendukung Garuda.
Selamat kpd erik dan towel,selamat kpd erik towel,negatif,Ucapan selamat bernada sarkas kepada Erick dan Towel.
Kalah menang itu biasa. Yang penting tidak cedera. Biar main lagi ke club' bagus,kalah menang cedera biar main club bagus,netral,Penerimaan umum bahwa kalah-menang hal biasa.
"Kecewa sih iya, tapi masih ada kesempatan kedepannya. Semangat terus dan belajar dari kekalahan untuk lebih baik kedepannya. Bravo Garuda.",kecewa iya sempat depan semangat ajar kalah depan bravo garuda,positif,Kecewa tetapi tetap memberi semangat dan dukungan.
Bravo patrick kulivert..bravo erick tohir..😢😢😢,bravo patrick kulivertbravo erick tohir,negatif,Ucapan bravo kepada Patrick/Erick bernada sarkas.
