komentar,komentar_bersih,label_final,alasan_label
"​ @supersambat7989 betul ... ERICK Tohir itu pebisnis ,, semua pasti dibisniskan sama dia ,, termasuklah para pemain2 naturalisasi itu kan bisnis dia ... Betul lah kata guru ekonomi saya disekolah dulu : ""JANGAN PERNAH PILIH PEMIMPIN DARI SEORANG PEBISNIS, KARENA HIDUP NYA TIDAK AKAN JAUH2 DARI BISNIS"" Jadi kita jgn terlalu polos ,, faktanya ada perputaran judi besar yg dibisniskan melalui sepak bola.. Emangnya kita yakin para pemain naturalisasi itu seutuhnya tidak bisa dibisniskan sehingga bisa diatur untuk menang atau kalah ?? Ini Indonesia bro ,, dimana mafia dan bisnis selalu bergandengan tangan 😂😂😂",erick tohir bisnis bisnis masuk pemain naturalisasi bisnis guru ekonomi seko pilih pimpin bisnis hidup bisnis jgn polos fakta putar judi bisnis sepak bola emang pemain naturalisasi utuh bisnis atur menang kalah indonesia mana mafia bisnis gandeng tangan,negatif,"Berisi kritik, kekecewaan, atau sindiran terhadap pelatih, PSSI, Erick Thohir, Patrick/Kluivert, atau kegagalan Timnas."
Hamdan Hamedan,hamdan hamedan,netral,"Berisi fakta, pertanyaan, nama, candaan umum, atau pembahasan taktik tanpa emosi sentimen yang jelas."
"Gw suka bnget sama sty, tp klo dia kepilih LGI gw takut merusak history yg dia buat... Tp klo kepilih LGI semoga enggak",suka bnget sty pilih lgi takut rusak history pilih lgi moga,positif,"Berisi dukungan, apresiasi, pembelaan, atau harapan positif terhadap Timnas, pemain, STY, atau pihak terkait."
"Erick Tohir itu seorang politikus handal dan pengusaha besar. Yakin tidak ada permainan politik ditubuh federasi bersama antek2nya? Yg punya kredibilatas dan kapabilitas yg bagus jga masih banyak, contohnya Ratu Tisha dan Hamdan Hamedan. Terkait naturaliasipun tanpa tim scouting dan dana APBN tidak akan pernah terjadi, jadi itu bkn hanya kerja keras ET. Dan ingat, Erick pun punya jejak kelam bareng club besar Serie A, Inter Milan. Ingat? Dibawah pimpinan ET, Inter Milan terjun bebas karena keblunderan keputusan ET. Bahkan warga Milan pun sampe pernah melempari telur ke ET",erick tohir politikus handal usaha main politik tubuh federasi antek kredibilatas kapabilitas bagus jga contoh ratu tisha hamdan hamedan kait naturaliasipun tim scouting dana apbn bkn kerja keras et erick jejak kelam bareng club serie inter mil bawah pimpin et inter mil terjun bebas keblunderan putus et warga mil sampe lempari telur et,negatif,"Berisi kritik, kekecewaan, atau sindiran terhadap pelatih, PSSI, Erick Thohir, Patrick/Kluivert, atau kegagalan Timnas."
"Anjir, bener banget lagi. Di semua sektor",anjir bener sektor,negatif,"Berisi kritik, kekecewaan, atau sindiran terhadap pelatih, PSSI, Erick Thohir, Patrick/Kluivert, atau kegagalan Timnas."
rilll bang sesusah itu cari kebahagiaan di negara ini 🥲🫠,rilll bang susah cari bahagia negara,negatif,"Berisi kritik, kekecewaan, atau sindiran terhadap pelatih, PSSI, Erick Thohir, Patrick/Kluivert, atau kegagalan Timnas."
Takdir negara terbelakang dalam segala aspek,takdir negara belakang aspek,negatif,"Berisi kritik, kekecewaan, atau sindiran terhadap pelatih, PSSI, Erick Thohir, Patrick/Kluivert, atau kegagalan Timnas."
"Apa yg lu harapin dari sepak bola yang realitanya jelek ? Cuma modal naturalisasi pemain, itupun mayoritas yg dinaturalisasi karena gak laku di Belanda, beberapa main di liga lokal😂 Be smart bosss, jangan kayak anak kecil yg dikasih permen senang, senangnya sesaat Turunin ekspektasi kalian, ga ada yg SE instan ity😂",harapin sepak bola realitanya jelek modal naturalisasi pemain itu mayoritas naturalisasi laku belanda main liga lokal be smart bosss anak kasih permen senang senang turunin ekspektasi instan ity,negatif,"Berisi kritik, kekecewaan, atau sindiran terhadap pelatih, PSSI, Erick Thohir, Patrick/Kluivert, atau kegagalan Timnas."
"​​ @LuvvvSiyoon apa yg gua sebut bukan tentang sepak bola aja , yang rakyat pengen cuma seneng aja. kalo sty stay walaupun kalah rakyat pasti terima karna disitu usahanya sampe akhir (tidak tbtb diganti ditengah usahanya) banyak aspek yg gua bahas salah contohnya , ""kita cuma mau bbm yang bagus"" nyatanya ? rakyat gapunya kepentingsn apa apa tp selalu saja dibuat kesulitan",sepak bola rakyat ken neng kalo sty stay kalah rakyat terima situ usaha sampe tbtb ganti tengah usaha aspek bahas salah contoh bbm bagus rakyat gapunya kepentingsn sulit,negatif,"Berisi kritik, kekecewaan, atau sindiran terhadap pelatih, PSSI, Erick Thohir, Patrick/Kluivert, atau kegagalan Timnas."
​ @LuvvvSiyoon nahh btull skali,nahh btull skali,netral,"Berisi fakta, pertanyaan, nama, candaan umum, atau pembahasan taktik tanpa emosi sentimen yang jelas."
"​ @LuvvvSiyoon iya lu ganangep point dr komentar , lu doang yg smart",iya ganangep point komentar doang smart,negatif,"Berisi kritik, kekecewaan, atau sindiran terhadap pelatih, PSSI, Erick Thohir, Patrick/Kluivert, atau kegagalan Timnas."
"Sulit bro, krna dikuasai kebengisan politik iblis dinegara ini",sulit krna asai bengis politik iblis negara,negatif,"Berisi kritik, kekecewaan, atau sindiran terhadap pelatih, PSSI, Erick Thohir, Patrick/Kluivert, atau kegagalan Timnas."
"Iya, cuma itu...",iya,netral,"Berisi fakta, pertanyaan, nama, candaan umum, atau pembahasan taktik tanpa emosi sentimen yang jelas."
EMG cocok bubar negara in EMG dikutuk dari segala hal,emg cocok bubar negara in emg kutuk,negatif,"Berisi kritik, kekecewaan, atau sindiran terhadap pelatih, PSSI, Erick Thohir, Patrick/Kluivert, atau kegagalan Timnas."
"Sty udah di pecat klub Korea ulsan Dia bagusnya emang cuman melatih timnas dong, kalo melatih klub dengan tiap minggu ada pertandingan dia cukup jelek",sty udah pecat klub korea ulsan bagus emang cuman latih timnas kalo latih klub minggu tanding jelek,negatif,"Berisi kritik, kekecewaan, atau sindiran terhadap pelatih, PSSI, Erick Thohir, Patrick/Kluivert, atau kegagalan Timnas."
@röckêt_pūñcher1 bukan gitu juga baca lagi deh klarifikasi sty,gitu baca klarifikasi sty,netral,"Berisi fakta, pertanyaan, nama, candaan umum, atau pembahasan taktik tanpa emosi sentimen yang jelas."
@röckêt_pūñcher1 Apa ada pelatih lain yang bisa membangun dari minus?,pelatih bangun minus,positif,"Berisi dukungan, apresiasi, pembelaan, atau harapan positif terhadap Timnas, pemain, STY, atau pihak terkait."
kan target kita bukan pildun 2026.. ujar ketum pssi sekaligus menpora😂😂😂,target pildun tum pssi menpora,negatif,"Berisi kritik, kekecewaan, atau sindiran terhadap pelatih, PSSI, Erick Thohir, Patrick/Kluivert, atau kegagalan Timnas."
"@thoriqilhamnugraha maruk jabatan banget si ET ini, mulai dr bumn smpek menpora ini. iya kl bagus.. megang bumn aja ga becus kok malah mau megang menpora aduhhh salah lagi nih si wowo😂",maruk jabat si et bumn smpek menpora iya bagus megang bumn becus megang menpora aduhhh salah si wowo,negatif,"Berisi kritik, kekecewaan, atau sindiran terhadap pelatih, PSSI, Erick Thohir, Patrick/Kluivert, atau kegagalan Timnas."
​ @thoriqilhamnugraha targetnya apaan kl gt? # serius nanya,target gt serius nanya,netral,"Berisi fakta, pertanyaan, nama, candaan umum, atau pembahasan taktik tanpa emosi sentimen yang jelas."
Kang judi di jadiin PELATIH 😂,kang judi jadiin pelatih,negatif,"Berisi kritik, kekecewaan, atau sindiran terhadap pelatih, PSSI, Erick Thohir, Patrick/Kluivert, atau kegagalan Timnas."
"Niat hati ganti sty dengan pk biar klo masuk pildun dia yg bakal di banggakan masyarakat, buat modal pilres eh malah zonk 😅😅😅.. opini yee",niat hati ganti sty pk biar masuk pildun bangga masyarakat modal pilres zonk opini yee,negatif,"Berisi kritik, kekecewaan, atau sindiran terhadap pelatih, PSSI, Erick Thohir, Patrick/Kluivert, atau kegagalan Timnas."
Jadi pelatih Dan ketum pssi sama2penjudi ya bro.😂😂😂,pelatih tum pssi judi ya,negatif,"Berisi kritik, kekecewaan, atau sindiran terhadap pelatih, PSSI, Erick Thohir, Patrick/Kluivert, atau kegagalan Timnas."
"​ @Wahda1805 iya, pergantian pelatih yg sudah ngebangun team dr awal sampe udh mau ujung tiba2 diganti dg pelatih kelas 3, (pk lom ada prestasinya) apa bukan pertaruhan namanya?",iya ganti pelatih ngebangun team sampe udh ujung ganti dg pelatih kelas pk lom prestasi taruh nama,negatif,"Berisi kritik, kekecewaan, atau sindiran terhadap pelatih, PSSI, Erick Thohir, Patrick/Kluivert, atau kegagalan Timnas."
"​ @Wahda1805 ERICK Tohir itu pebisnis ,, semua pasti dibisniskan sama dia ,, termasuklah para pemain2 naturalisasi itu kan bisnis dia ... Betul lah kata guru ekonomi saya disekolah dulu : ""JANGAN PERNAH PILIH PEMIMPIN DARI SEORANG PEBISNIS, KARENA HIDUP NYA TIDAK AKAN JAUH2 DARI BISNIS"" Jadi kita jgn terlalu polos ,, faktanya ada perputaran judi besar yg dibisniskan melalui sepak bola.. Emangnya kita yakin para pemain naturalisasi itu seutuhnya tidak bisa dibisniskan sehingga bisa diatur untuk menang atau kalah ?? Ini Indonesia bro ,, dimana mafia dan bisnis selalu bergandengan tangan 😂😂😂",erick tohir bisnis bisnis masuk pemain naturalisasi bisnis guru ekonomi seko pilih pimpin bisnis hidup bisnis jgn polos fakta putar judi bisnis sepak bola emang pemain naturalisasi utuh bisnis atur menang kalah indonesia mana mafia bisnis gandeng tangan,negatif,"Berisi kritik, kekecewaan, atau sindiran terhadap pelatih, PSSI, Erick Thohir, Patrick/Kluivert, atau kegagalan Timnas."
Ordal PSSI nya masih hobi judol ya beginilah. Timnas jadi gagal total,ordal pssi hobi judol ya timnas gagal total,negatif,"Berisi kritik, kekecewaan, atau sindiran terhadap pelatih, PSSI, Erick Thohir, Patrick/Kluivert, atau kegagalan Timnas."
ET dan AS harus tanggungjawab. Mundur dari PSSI,et as tanggungjawab mundur pssi,negatif,"Berisi kritik, kekecewaan, atau sindiran terhadap pelatih, PSSI, Erick Thohir, Patrick/Kluivert, atau kegagalan Timnas."
Klw bukan karena Erik Tohir mana mau para Belnda gabung Timnas😂😂😂 Mereka mau gabung krna Erik Tohir tuh banyak koneksi Club di Eropa botolll,klw erik tohir belnda gabung timnas gabung krna erik tohir tuh koneksi club eropa botolll,positif,"Berisi dukungan, apresiasi, pembelaan, atau harapan positif terhadap Timnas, pemain, STY, atau pihak terkait."
​ @AdiDoank-h8o ga akan maju klo sepak bola di campuri politik..,maju sepak bola campur politik,negatif,"Berisi kritik, kekecewaan, atau sindiran terhadap pelatih, PSSI, Erick Thohir, Patrick/Kluivert, atau kegagalan Timnas."
"​ @AdiDoank-h8o wkwk. Terus gimana dengan era Irfan Bachdim dkk. Mereka juga karena ET? Gak kan? Lu juga gak bisa tutup mata bro. Prestasi STY juga mempengaruhi. Jelas udah tampil di Piala Asia 2023, dan setelah itu dinyatakan lolos Piala Asia 2027, plus kondisi sedang Qualifikasi Piala Dunia, harapan pemain-pemain ini bisa ikut matchday dan kompetisi internasional yang kompetitif itu juga sangat penting untuk mereka, mengingat mereka bukan pemain pilihan Belanda. Langkah satu-satunya kalau mau tampil di ajang internasional ya gabung ke Indonesia dengan persaingan minim. Kemampuan mereka bakal mulai dilirik dan ini bagus buat karir mereka di klub. Karena semakin menarik penampilan mereka di ajang internasional, semakin banyak klub yang tertarik, dan berdampak bagus buat karir mereka. Coba aja timnas Indonesia cuma punya kompetisi AFF. Males juga pemain dengan valuasi tinggi untuk gabung, karena AFF bukan agenda FIFA, gak terlalu dilirik dan gak bisa jadi acuan perkembangan karir juga.",gimana era irfan bachdim dkk et tutup mata prestasi sty pengaruh udah tampil piala asia nyata lolos piala asia plus kondisi qualifikasi piala dunia harap pemainpemain matchday kompetisi internasional kompetitif pemain pilih belanda langkah satusatunya tampil ajang internasional ya gabung indonesia saing minim mampu lirik bagus karir klub tarik tampil ajang internasional klub tarik dampak bagus karir coba timnas indonesia kompetisi aff males pemain valuasi gabung aff agenda fifa lirik acu kembang karir,positif,"Berisi dukungan, apresiasi, pembelaan, atau harapan positif terhadap Timnas, pemain, STY, atau pihak terkait."
​ @AdiDoank-h8o penyefong tohir 😂,penyefong tohir,negatif,"Berisi kritik, kekecewaan, atau sindiran terhadap pelatih, PSSI, Erick Thohir, Patrick/Kluivert, atau kegagalan Timnas."
Betul Konoha pejabatnya klo ada yng bgus pasti di singkirkan 😅😂 Itu taktik mereka cara ngeruk duwit dari suporter Indonesia mknya jgn nonton stadion stop nonton bola dlu untuk arah timnas kembali bgus seperti era sty,konoha jabat yng bgus singkir taktik ngeruk duwit suporter indonesia mknya jgn nonton stadion stop nonton bola dlu arah timnas bgus era sty,negatif,"Berisi kritik, kekecewaan, atau sindiran terhadap pelatih, PSSI, Erick Thohir, Patrick/Kluivert, atau kegagalan Timnas."
Dan arab membuang rasa malunya memanggil pelatih sebelum mancini demi kemajuan sepakbola nya,arab buang malu panggil pelatih mancini maju sepakbola,netral,"Berisi fakta, pertanyaan, nama, candaan umum, atau pembahasan taktik tanpa emosi sentimen yang jelas."
Ajang training kepelatihan 😂 sial gk ada harga diri Tim Nasional dilatih pelatih yg gk ada track record,ajang training latih sial harga tim nasional latih pelatih track record,negatif,"Berisi kritik, kekecewaan, atau sindiran terhadap pelatih, PSSI, Erick Thohir, Patrick/Kluivert, atau kegagalan Timnas."
Kata si onoh tim kepelatihan terbaik yang pernah dimiliki indonesia,si onoh tim latih baik milik indonesia,negatif,"Berisi kritik, kekecewaan, atau sindiran terhadap pelatih, PSSI, Erick Thohir, Patrick/Kluivert, atau kegagalan Timnas."
"kadang ga abis pikir,masih dijalan,abis menang lawan Arab,malah dipecat sementara di negara lain,dipecat karena hasil buruk mana penggantian pelatih nya mending sepadan,lebih buruk dengan track recordnya pernah kena kasus juday😂",kadang abis pikirmasih dijalanabis menang lawan arabmalah pecat negara laindipecat hasil buruk ganti pelatih mending sepadanlebih buruk track recordnya kena juday,negatif,"Berisi kritik, kekecewaan, atau sindiran terhadap pelatih, PSSI, Erick Thohir, Patrick/Kluivert, atau kegagalan Timnas."
Sedihnya jadi warga negara ini 😢,sedih warga negara,negatif,"Berisi kritik, kekecewaan, atau sindiran terhadap pelatih, PSSI, Erick Thohir, Patrick/Kluivert, atau kegagalan Timnas."
