komentar,komentar_bersih,label_final,alasan_label
"Memang gak mudah bro untuk lolos Piala Dunia, level kita jauh banget sama level dunia, terdengar mustahil tapi bisa bikin sejarah baru kalau lolos. Kalau dilihat dari prestasi timnas Indonesia untuk lolos ke piala dunia sampai sejauh ini wajib banget kita apresiasi, menjadi satu-satunya tim ASEAN yang masih bisa bertahan hingga round-4 kualifikasi Piala Dunia 2026 itu sudah hal yang paling membanggakan. Semangat terus timnas Indonesia🇮🇩🔥",mudah lolos piala dunia level level dunia dengar mustahil bikin sejarah lolos prestasi timnas indonesia lolos piala dunia wajib apresiasi satusatunya tim asean tahan round kualifikasi piala dunia bangga semangat timnas indonesia,Positif,Apresiasi pencapaian Timnas dan memberi semangat.
"Menurut saya hasil sekarang tetap harus di apresiasi. Karna peningkatan permainan timnas indonesia sudah sangat menghibur, namun memang masih ada beberapa kesalahan2 kecil yg masih terlihat,kurang nya waktu latihan bersama team dan juga mental beberapa pemain masih perlu di tingkatkan. Harapan nya management timnas tidak ada yg di ganti karna ga ada hasil yg bisa di capai secara instan. Semangat terus untuk menghadapi AFC dan piala asia mendatang. Semoga next pildun bisa lebih baik",hasil apresiasi tingkat main timnas indonesia hibur salah terlihatkurang latih team mental pemain tingkat harap management timnas ganti hasil capai instan semangat hadap afc piala asia moga next pildun,Positif,Mengapresiasi peningkatan permainan dan memberi harapan.
tank's jay😢,tanks jay,Positif,Ucapan terima kasih/apresiasi kepada pemain.
Pelatih tarkam di pake😂,pelatih tarkam pake,Negatif,Sindiran terhadap kualitas pelatih.
😭kalaaah,kalaaah,Negatif,Ekspresi sedih karena kalah.
Main sepak bola yg paling penting bisa nyetak gol sebanyak banyaknya . Menyerang mendominasi permainan nggak ada gunanya kalau cuma bisa nyetak gol dari tendangan finalti doang. .,main sepak bola nyetak gol banyak serang dominasi main guna nyetak gol tendang finalti doang,Negatif,Kritik terhadap efektivitas permainan Timnas.
Kalah sdh jdi langganan tpi keputusan wasit perlu dipertanyakan,kalah sdh langgan putus wasit,Negatif,Kekecewaan atas kekalahan dan kritik wasit.
Tim nas sdh sangat bagus walau kalah ggp.,tim nas sdh bagus kalah ggp,Positif,Tetap menilai Timnas bagus walaupun kalah.
Pertahankan pemain...dan gantilah pelatih dan bawalah pelatih asli Indonesia'untuk menghindari manipulasi yang tidak kita inginkan....Pemain sudah jauh lebih baik sampe sekarang cuman masih banyak manipulasi yang merugikan bangsa kita,tahan pemaindan ganti pelatih bawa pelatih asli indonesiauntuk hindar manipulasi inginkanpemain sampe cuman manipulasi rugi bangsa,Negatif,Kritik terhadap pelatih dan dugaan manipulasi.
Asek caer nih uang petrik gas coach petrik lanjut kan judi mu hebat,asek caer uang trik gas coach trik judi mu hebat,Negatif,Sarkasme terhadap Patrick/isu judi.
Udah dijalan yg bener kemaren sama sty tergoda jg sama buzer dan pundit dadakan 😊,udah jalan bener kemaren sty goda jg buzer pundit dada,Negatif,Kritik terhadap keputusan mengganti STY.
Hasil perjudian ET menganti pelatih,hasil judi et anti pelatih,Negatif,Menilai pergantian pelatih sebagai perjudian.
Kulivert : Cair caiir... gua😂.,kulivert cair caiir,Negatif,Sarkasme terhadap Kluivert.
tolong dibuka lowongan kerja sebagai pemain bola timnas mulai besok,tolong buka lowong kerja pemain bola timnas besok,Negatif,Sindiran terhadap kualitas pemain Timnas.
Nasi goreng sudah menjadi bubur 😂😂,nasi goreng bubur,Negatif,Ungkapan kecewa/sarkas karena hasil buruk.
semoga Patrick kluivert belajar dari pengalaman shin tae young melatih indonesia,moga patrick kluivert ajar alam shin tae young latih indonesia,Positif,Berisi harapan agar Patrick belajar dari pengalaman STY.
Kalau bola kurang si indonesia tetapi kalau korupsi juara nya sih wkwkwkwk😊😊😊,bola si indonesia korupsi juara wkwkwkwk,Negatif,Sindiran terhadap korupsi di Indonesia.
Lawan Irak bagus mainnya tp belum beruntung...tanks dah berjuang untuk kalian timnas,lawan irak bagus main beruntungtanks dah juang timnas,Positif,Mengapresiasi perjuangan pemain walau belum beruntung.
"Ayoo tambah lgi diasporanya, butuh gelandang kreatif bisa manuver di lini tengah",ayoo lgi diaspora butuh gelandang kreatif manuver lini,Netral,Berisi usulan kebutuhan pemain tanpa emosi kuat.
Sedih,sedih,Negatif,Ekspresi sedih terhadap hasil Timnas.
"sayamg sih indonesia , main udh bgs padahal",sayamg indonesia main udh bgs,Positif,Menilai permainan Indonesia sudah bagus.
Fokus ke piala asia,fokus piala asia,Netral,Ajakan fokus ke Piala Asia tanpa sentimen jelas.
melainkan 5 bek dan harus pakai serangan counter atttack,bek pakai serang counter atttack,Netral,Usulan taktik/formasi tanpa emosi kuat.
"Si PK Pelatih kesayangan Erick sama Towel,biar kalah terus Klepeet ngak di Pecat",si pk pelatih sayang erick towelbiar kalah klepeet ngak pecat,Negatif,Kritik terhadap pelatih dan pihak yang mendukungnya.
Irak menyelamtkan dunia dari kebisingin.mantap irak...,irak menyelamtkan dunia kebisinginmantap irak,Negatif,Sarkasme/ejekan terhadap Irak dan kegagalan Indonesia.
Harapan freeeettt,harap freeeettt,Negatif,Sarkasme terhadap harapan yang tidak tercapai.
"Apa pun hasilnya bayangkan Indonesia cuma kalah 1:0 loh melawan Iraq dan Arab Saudi,,,ini pencapaian yang luar biasa dalam kualifikasi Piala Dunia, jadi Level Indonesia cukup tinggi, semoga kesempatan selanjutnya Indonesia berhasil lolos, apalagi ini kesempatan perdana untuk negara kawasan Asia Tenggara.",hasil bayang indonesia kalah loh lawan iraq arab saudiini capai kualifikasi piala dunia level indonesia moga sempat indonesia hasil lolos sempat perdana negara kawasan asia tenggara,Positif,Menilai pencapaian Indonesia luar biasa dan berharap lolos berikutnya.
"Kita tidak perlu menyalahkan siapa siapa, namanya juga permainan ada yang menang dan ada yang kalah, PSSI tidak perlu evaluasi, sekarang kita tunggu sikap gentleman dari Patrik dan Erik untuk mundur dari PSSI nhn",salah nama main menang kalah pssi evaluasi tunggu sikap gentleman patrik erik mundur pssi nhn,Negatif,Meminta Patrick dan Erick mundur sebagai bentuk kritik.
"Dulu jaman sty dia rela d kartu biar sty GK d kartu wasit,skrg beliau bnr2 kesal dan dpt kartu lg",jaman sty rela kartu biar sty kartu wasitskrg beliau bnr kesal dpt kartu lg,Negatif,Membandingkan era STY dengan kondisi sekarang secara kecewa.
Sitowel paling pintar suru dia melatih timnas 😅😅,sitowel pintar suru latih timnas,Negatif,Sindiran terhadap Towel.
"Tak usah menangis kalian tetap hebat kecuali sikampreit,lawan kalian bukan saja tim irak tapi lawan yg berat adalah wasit.tetap semangat🩸🩸",menang hebat kecuali sikampreitlawan tim irak lawan berat wasittetap semangat,Positif,Mendukung pemain dan menyalahkan faktor wasit.
tidak apa pa gak lolos saudara ku...mungkin belum rejeki kita...masih banyak waktu....berbenah lah...kegagalan hanyalah kesuksesan yang tertunda.,pa lolos saudara mungkin rejeki kitamasih waktuberbenah lahkegagalan sukses tunda,Positif,Menerima kegagalan dan memberi motivasi untuk bangkit.
Coba lagi hayo.... Ale-Ale😅,coba hayo aleale,Positif,Ajakan mencoba lagi dengan nada dukungan.
"Peluang banyak di babak pertama tapi gak dijadiin gol, 1 serangan Iraq gak ditahan jadi gol membuyarkan segalanya !",peluang babak dijadiin gol serang iraq tahan gol buyar,Negatif,Kritik atas peluang yang gagal dimanfaatkan.
"The referee was very unfair, as if he had been paid with money.",the referee was very unfair as if he had been paid with money,Negatif,Kritik terhadap wasit yang dianggap tidak adil.
Kecewa sama Patrick. Alangkah puas ya saya jikalau gagal bersama sty... Rindu center bek ridho idzes hubner yg clensheet tanpa bobol di kualifikasi,kecewa patrick alangkah puas ya gagal sty rindu center bek ridho idzes hubner clensheet bobol kualifikasi,Negatif,Kecewa kepada Patrick dan membandingkan dengan STY.
Sangat di sayangkan kita tidak lolos......tapi kira kita juga perlu intropeksi diri mungkin kita belum layak tuk berlaga di piala dunia...kita bangun di saat terpuruk ....tapi kita juga jatuh di saat harapan itu sudah di depan mata....,sayang lolostapi intropeksi layak tuk laga piala duniakita bangun puruk jatuh harap mata,Negatif,Menyesalkan kegagalan dan menilai tim belum layak.
Erik tohirrr harusss tanggung jawab,erik tohirrr harusss tanggung,Negatif,Menuntut Erick Thohir bertanggung jawab.
Kami rindu sty,rindu sty,Positif,Kerinduan/dukungan terhadap STY.
"Bagaimana dangan STY dan pemain2 yg dari awal kualifikasi berjuang? marselino,asnawi,arhan dll,pasti mereka lebih hancur hatinya. Terimakasih pak erik tohir sudah mewujudkan cita cita si towel cs,kami semua tdk akan pernah lupa atas semua ini.😢",dang sty pemain kualifikasi juang marselinoasnawiarhan dllpasti hancur hati terimakasih erik tohir wujud cita cita si towel cskami lupa,Negatif,Sarkasme terhadap Erick Thohir dan pihak terkait.
Kluepet tangisan bawang m,kluepet tangis bawang,Negatif,Ejekan terhadap Kluivert.
Daripada menyalahkan lebih baik introspeksi diri aja semuanya apa sebenarnya kesalahan di sepakbola Indonesia,salah introspeksi salah sepakbola indonesia,Netral,Ajakan introspeksi tanpa menyalahkan pihak tertentu.
dari jaman dulu evaluasi terus.😂😂😂😂😂,jaman evaluasi,Negatif,Sindiran terhadap evaluasi yang terus berulang.
Pangil boas salosa belio masih aktif main di liga 2. Timnas hari butuh senior,pangil boas salosa belio aktif main liga timnas butuh senior,Netral,Usulan pemain senior tanpa sentimen kuat.
"Team yg mahal di isi para pemain Naturalisasi, ternyata masih juga mengecewakan..",team mahal isi pemain naturalisasi kecewa,Negatif,Kekecewaan terhadap tim mahal yang mengecewakan.
Patrick kevet nangis karena senang udah Jack pot,patrick vet nang senang udah jack pot,Negatif,Sarkasme terhadap Patrick.
Dengan squad timnas seperti sekarang jika STY arsitek lapangannya yakin saya timnas masuk pildun..,squad timnas sty arsitek lapang timnas masuk pildun,Positif,Keyakinan STY mampu membawa Timnas lebih baik.
timnas ttep terbaik masih ada 2030 2034 dst masih punya waktu agar bisa lebih baik,timnas ttep baik dst,Positif,Dukungan untuk Timnas dan harapan masa depan.
tenang yg penting kita masih juara bertahan Liga korupsi dunia..,tenang juara tahan liga korupsi dunia,Negatif,Sindiran terhadap korupsi.
"Biar cptain jay,haye,ole,verdonk menangis krna emang benr terasa perjuangan mereka di timnas.. Tpii sananta,kambuaya,yakub,yance,jangan menangis kelen gua jitak kepala kelen..krna kelen gak sepenuh hati perjuangan kelen di timnas",biar cptain jayhayeoleverdonk menang krna emang benr juang timnas tpii sanantakambuayayakubyancejangan menang kelen jitak kepala kelenkrna kelen sepenuh hati juang kelen timnas,Negatif,Kritik terhadap beberapa pemain yang dianggap kurang sepenuh hati.
