komentar,komentar_bersih,label_final,alasan_label
"Dan juga sdh jelas kekuatan Irak lebih tinggi dari pada ARAB. Seandainya yg lawan Irak ini yg di mainkan lawan ARAB,yakin 💯 Indonesia Menang.dan Indonesia tidak terlalu matikan lawan Irak. Walaupun kalah lawan Irak, Indonesia masih ada kesempatan unt pildun. Sama halnya waktu lawan cina di ronde 3,harusnya disitu kita curi poin,tapi STY blunder.yg bikin kita kalah. Lawan ARAB,petrik blunder,yg harusnya kita bisa curi poin malah kalah. Pusing dengan bangsa ini. Selalu saja dizholimi,dengan pelatih,dng Wasit. Sabarlah bangsaku,semoga ada keajaiban unt NKRI. Mungkin belum sekaran,Semoga 2030,kita semakin matang dalam mencari pelatih yg benar2 Cinta NKRI. Amen.",sdh kuat irak arab anda lawan irak main lawan arabyakin indonesia menangdan indonesia mati lawan irak kalah lawan irak indonesia sempat unt pildun hal lawan cina ronde situ curi pointapi sty blunderyg bikin kalah lawan arabpetrik blunderyg curi poin kalah pusing bangsa dizholimidengan pelatihdng wasit sabar bangsakusemoga ajaib unt nkri sekaransemoga matang cari pelatih cinta nkri amen,negatif,Dominan berisi kritik/blunder pelatih dan kekecewaan.
"Permainan tim kita sudah sangat bagus, tapi kurang beruntung saja.",main tim bagus untung,positif,Memuji permainan tim yang sudah sangat bagus.
"andai sty bisa menang lawan bahrain cina , bikin berat kenapa itu pemuja anda sty itu tidak bisa menang lawan bahrain cina , kenapa menit akhir unggul sama bahrain sty masuk kan witan bukan defender kenapa kapan kalian sadar sty tidak bagus",andai sty menang lawan bahrain cina bikin berat puja sty menang lawan bahrain cina menit unggul bahrain sty masuk witan defender sadar sty bagus,negatif,Mengkritik STY karena gagal menang lawan Bahrain/Cina.
"​@septiansyahwibowokok malah berterimakasih ke kluivert, yang bikin kita makin go internasional dan bisa sejauh ini itu STY, kocak kau, PK malah yang bikin kita hancur",berterimakasih kluivert bikin go internasional sty kocak kau pk bikin hancur,negatif,Mengkritik Kluivert/PK yang dianggap membuat tim hancur.
⁠@septiansyahwibowo udh bro nyepongnya? malu sma fakta bro. yg bawa indonesia dri awal STY bukan petrick. petrick mah tmnnya spongebob.,udh nyepongnya malu fakta bawa indonesia dri sty petrick petrick mah tmnnya spongebob,negatif,Menyindir pendukung PK dan membela STY dengan nada kasar.
​@septiansyahwibowoternak van thohir sedang berpidato 😂😂😂,van thohir pidato,negatif,Sarkasme terhadap Erick/Van Thohir.
"😂😂😂😂😂😂...konoha negara yang penuh drama, dan raja nya koruptorr,,,,....😂😂😂😂😂....",konoha negara penuh drama raja koruptorr,negatif,Kritik terhadap negara penuh drama dan korupsi.
"Jadi Teringat omongan Alm Gus Dur,Tim Nas akan ke Piala Dunia kalo Pelatihnya bermata Sipit,Ternyata kenyataannye terjadi.....",omong alm gus durtim nas piala dunia kalo latih mata sipitternyata kenyataannye,netral,Menyebut prediksi Gus Dur tanpa opini kuat.
​ @triwahyudi4304 kaya gitu di percaya,kaya gitu percaya,netral,"Komentar skeptis singkat, konteks sentimen tidak jelas."
gara2 Tomi Willi si mafia bola😡😡,gara tom willi si mafia bola,negatif,Menuduh adanya mafia bola.
"Terima kasih Erik Tohir, towel, Ari sunalingga, Justin botak, marhali dkk buat kontribusinya untuk timbas",terima kasih erik tohir towel ari sunalingga justin botak marhali dkk kontribusi timbas,negatif,Ucapan terima kasih bernada sarkas terhadap pihak yang disalahkan.
"As, dan T ini yang kau mau",as kau,negatif,Sindiran singkat terhadap pihak tertentu.
Tomi weli bandar judi,tom weli bandar judi,negatif,Tuduhan negatif sebagai bandar judi.
Belajar menerima kenyataan kawan,ajar terima nyata kawan,netral,Ajakan menerima kenyataan tanpa emosi spesifik.
"Fair2an aja, emg klo STY bkal lolos? Dy ngelatih tim yg mantan juara aja d liga korea skg hmpr degradasi trs mau dipecat.",fair an emg sty bkal lolos dy ngelatih tim mantan juara liga korea skg hmpr degradasi pecat,negatif,Mengkritik STY dan meragukan peluang lolos.
Emangnya PK pernah bawak negara mana ke pildun,emang pk bawak negara pildun,negatif,Meragukan kemampuan PK membawa negara ke Piala Dunia.
"Seandainya ini yg pegang masih STY... sbrpa ykin kalian klo kita akan lolos..?? Trus seandainya STY gagal jg, apakh yakin tdk kalian hujat jg... Netizen konoha maha pintar...",anda pegang sty sbrpa ykin lolos anda sty gagal jg apakh hujat jg netizen konoha maha pintar,negatif,Sarkasme terhadap netizen/STY dan potensi hujatan.
"Sty aja selalu kalah dari Irak dengan margin lebih dari 2 gol, apalah ini yang di bilang hebat, sekedar informasi pihak Ulsan HD memecat STY karena STY tidak bisa memenuhi target yang diembankan kepada STY oleh pihak Ulsan HD, hal iti terbukti ketika STY melatih Ulsan HD tidak pernah memabawa timnya meraih point. Helllooooo apa ini yang kalian banggakan, ternyata otak kalian hanya berisi cinta. Tidak objektif sama sekali",sty kalah irak margin gol apa bilang hebat dar informasi ulsan hd pecat sty sty penuh target emban sty ulsan hd iti bukti sty latih ulsan hd memabawa tim raih point helllooooo bangga otak isi cinta objektif,negatif,Kritik keras terhadap STY dan pendukungnya.
​ @mustainag2026 indo kalah karena jaman blm komplit kocak 😂,indo kalah jaman blm komplit kocak,negatif,Mengejek alasan kekalahan era sebelumnya.
​ @mustainag2026 lawan australia sama saudi jaman sty round 3 gimana? Itu tim2 besar. Jangan bilang gak objektif.,lawan australia saudi jaman sty round gimana tim bilang objektif,netral,Pertanyaan/perbandingan konteks STY tanpa sentimen dominan.
Tlong jgn menghujat PK. Dia sudah membangun pondasi yang bagus. Kasih dia kesempatan utk pildun 2030🎉,tlong jgn hujat pk bangun pondasi bagus kasih sempat pildun,positif,Meminta tidak menghujat PK dan memberi kesempatan.
"@budimuliawan3134 emang doyannya cuma bikin pondasi, ampe kapan juga trus bgitu wkwkkwk",emang doyan bikin pondasi ampe bgitu wkwkkwk,negatif,Sarkasme terhadap alasan pembangunan pondasi.
