komentar,komentar_bersih,label_final,alasan_label
Sampai skrg masih ga ikhlas 😢,skrg ikhlas,negatif,Ungkapan belum ikhlas/kecewa.
"Timnas Indonesia memang sudah gagal lolos ke putaran final Piala Dunia 2026, tapi gue sebagai orang Indonesia tetap sangat bangga dan tetap sangat senang karena Timnas Indonesia bisa menjadi Timnas sepak bola terbaik pertama yang lolos sampai ke putaran keempat Kualifikasi Piala Dunia zona Asia, semoga Timnas Indonesia bisa lolos ke putaran final Piala Dunia 2030.",timnas indonesia gagal lolos putar final piala dunia orang indonesia bangga senang timnas indonesia timnas sepak bola baik lolos putar empat kualifikasi piala dunia zona asia moga timnas indonesia lolos putar final piala dunia,positif,Tetap bangga dan berharap Timnas lolos Piala Dunia 2030.
"Jujur Saya Tidak Menyalahkan Coach Shin Dan Coach Patrick, Tapi Kesalahan Nya Ada di dalam Di Tubuh PSSI, Seandainya Jika Coach Shin Masih Menajdi Pelatih Timnas Mungkin Rasa Kecewa Nya Tidak Seperti Ini, Mengingat Perjuangan Dari Nol Sedangkan Coach Petric Hanya Melanjutkan Sisah Perjuangan.",jujur salah coach shin coach patrick salah tubuh pssi anda coach shin menajdi pelatih timnas kecewa juang nol coach petric lanjut sisah juang,negatif,Menyalahkan PSSI dan menyatakan kekecewaan.
Justin Pasti Bangga,justin bangga,positif,Pernyataan bangga terhadap Justin.
"jalan ke Piala Dunia tak semudah itu,Italia aja yg sudah mengoleksi 4 tropi piala dunia tak ikut serta 2 edisi berturut-turut & kini terancam utk ke 3 kalinya.",jalan piala dunia mudah ituitalia koleksi tropi piala dunia edisi berturutturut ancam kali,netral,Komentar realistis tentang sulitnya jalan ke Piala Dunia.
Ternyata piala dunia itu hanya mimpi.. harus rela dukung negara org di piala dunia,piala dunia mimpi rela dukung negara orang piala dunia,negatif,Pesimis dan kecewa karena Piala Dunia dianggap hanya mimpi.
Gimana mau ikhlas Sisa 2 match lgi udh kepildun😂,gimana ikhlas sisa match lgi udh kepildun,negatif,Ungkapan tidak ikhlas karena peluang sudah dekat.
Mantap Lord anjas,mantap lord anjas,positif,Pujian kepada Lord Anjas.
"Sangat disayangkan lord, maka dari itu lord anjas sangat layak menjadi coach timnas indonesia.",sayang lord lord anjas layak coach timnas indonesia,positif,Pujian/dukungan bahwa Anjas layak jadi coach.
​ @whahid6852 😂yang ada pemain full lokal pretd kembali dalam squad timnas kita pun menjadi jaman kegelapan 😂😂😂😅,pemain full lokal pretd squad timnas jaman gelap,negatif,Kritik terhadap pemain lokal dan masa gelap Timnas.
Anjayyyyy kelas king 😂😂,anjayyyyy kelas king,positif,Pujian/ekspresi positif kepada 'king'.
Lord anjas si el berak sekebon,lord anjas si el berak kebon,negatif,Komentar menghina/negatif terhadap Lord Anjas.
"Dan akhirnya satu kata yg muncul di benak saya,, Tohir GOBLOK",muncul benak tohir goblok,negatif,Kritik/umpatan kepada Tohir.
Jom balik jom balik sudah kalah jom balik jom balik ku dakarlah yong baris hujung balik sudah kalah yong balik jom balik sudah kalah balik bukan mimpi balik berangan saja😂😂,jom jom kalah jom jom ku dakar yong baris hujung kalah yong jom kalah mimpi berangan,negatif,Sindiran atas kekalahan.
"Erick Thohir "" yang menghancurkan talenta para pemain muda "" yang telah berjuang bersama coach Shin Tae Yong membangun teamnas Garuda Indonesia sejak 2019 s/d 2024",erick thohir hancur talenta pemain muda juang coach shin tae yong bangun teamnas garuda indonesia sd,negatif,Kritik Erick Thohir dianggap menghancurkan talenta pemain.
Erik Thohir dan Arya Sinulingga harus out dari PSSI dan pecat Kluivert,erik thohir arya sinulingga out pssi pecat kluivert,negatif,"Seruan out untuk Erick, Arya, dan Kluivert."
"Kuasai dulu asia, minimal setara jepang sama korea. Baru ngomongin piala dunia.",kuasa asia minimal tara jepang korea ngomongin piala dunia,netral,Saran realistis menguasai Asia dulu.
Ranging @FIFA Indonesia turun juga ..Erick tohir cocok di ganti RATU TISHA..,ranging indonesia turun erick tohir cocok ganti ratu tisha,negatif,Kritik ranking turun dan usulan mengganti Erick.
Wassalam Pildun 2026!!! 😂😂😂😂😂😂😂,wassalam pildun,negatif,Sindiran bahwa Pildun 2026 sudah selesai.
game over Indonesia 🇮🇩FIFA World Cup 2026,game over indonesia fifa world cup,negatif,Ungkapan game over untuk Indonesia.
"segala cara oleh official timnas korbankan bahkan anggaran negarapun, tapi apa yg di dapat sejak round 1 2 3.?? gak tahu malu pdahal secara tak lgsg mreka meremehkan org² Lokal smpai roun 4 borong seakan prcaya org asing nyatanya nol toh..",official timnas korban anggar negara round malu pdahal lgsg mreka remeh orang lokal smpai roun borong akan prcaya orang asing nol,negatif,"Kritik terhadap official, anggaran, dan pemain/pelatih asing."
Jujur agak kecewa,jujur kecewa,negatif,Ungkapan kecewa.
"Coach STY pelatih yg jenius malah dipecat, diganti dengan Petrick yg plonga-plongo gak jelas di bench .",coach sty pelatih jenius pecat ganti petrick plongaplongo bench,negatif,Kritik karena STY dipecat dan diganti Patrick.
"sorry nih ya admin, ga cuma klok dan bechkan jangan lupa yakob ya yang ngasih 2 asist ke pemain arab",sorry ya klok bechkan lupa yakob ya ngasih asist pemain arab,netral,Koreksi/informasi soal pemain yang memberi assist.
"Menuju pildun 2030 udh dipastikaan kita hanya mengandalkaan lokal pret tidak ada lagi diaspora, masa hitam gelap itu yg dinginkan pengamat sepak bola kita yg otak nya dangkal...",pildun udh dipastikaan mengandalkaan lokal pret diaspora hitam gelap dingin amat sepak bola otak dangkal,negatif,Kritik terhadap pengamat dan masa depan Timnas.
pecat PK . naikkan pastor jd head,pecat pk naik pastor head,negatif,Seruan pecat PK.
Out lo liver,out liver,netral,Tidak jelas/kurang konteks terhadap Timnas.
Tanpa mereka pemain naturalisasi & dan pa erik tohir kapan kita bisa melangkah sejauh ini harusnya kita berterimakasih bukan menyalahkan mereka Meski gagal ke piala dunia itu lebih baik daripada kita selalu jadi badut asean yang selalu dipermainkan vietnam dan malaysia,pemain naturalisasi pa erik tohir lang berterimakasih salah gagal piala dunia badut asean main vietnam malaysia,positif,Berterima kasih kepada naturalisasi dan Erick; menilai capaian tetap lebih baik.
udh lah ga usa di bahas..nyesek banget😢,udh usa bahasnyesek,negatif,Ungkapan nyesek/kecewa.
Kesalahannya ya masa ga tau karena saat mulai berkembang malah ganti pelatih masa gtu aja ga tau.. Yg lurusin jalur yg benar malah di pecat emang aneh,salah ya kembang ganti pelatih gtu lurusin jalur pecat emang aneh,negatif,Kritik karena pelatih diganti saat tim berkembang.
"apapun itu alasannya,dedengkot belanda harus out.",apa alasannyadedengkot belanda out,negatif,Seruan out untuk kelompok pelatih Belanda.
"salah pelatih tapi sty jangan balik lagi, banyak pelatih brkualitas",salah pelatih sty pelatih brkualitas,negatif,Kritik terhadap pelatih dan situasi pergantian.
"lagi² Silahkan coba lagi bila perlu bawa semua pemain asing dan pelatih asing jgn cuma 3 😂😂 ayo kpn sadarnya tumpah darah Leluhur kita sejak dulu negri ini cuma jadi ladang bisnis ASING. Bagiku menang kalah para official org² Lokal yg terbaik cuma butuh disiplin, dukungan dan perbaikan. Tak ada yg instan",silah coba bawa pemain asing pelatih asing jgn ayo kpn sadar tumpah darah leluhur negri ladang bisnis asing bagi menang kalah official orang lokal baik butuh disiplin dukung baik instan,negatif,Kritik terhadap dominasi pemain/pelatih asing.
"Pederasi merasa bisa merubah segalanya dlm jurun waktu 2 BLN seiring dipecatnya STY,..dan hari ini kita rasakan hasilnya yg sangat menyakitkan,😭😭",pederasi rubah jurun bln iring pecat stydan rasa hasil sakit,negatif,Kekecewaan terhadap federasi dan pemecatan STY.
Bahas pildun 2030 min katanya peserta 64 tim,bahas pildun serta tim,netral,Pertanyaan/informasi tentang Pildun 2030.
"Kesalahannya hanya 1, yaitu digantinya sty",salah ganti sty,negatif,Menyebut kesalahan utama adalah mengganti STY.
"Tambah sakit ,team pelatih bungkam,pssi masih bungkam,hanya pak sumarji yang buka suara,lebih sakit lagi team pelatih langsung kebelanda ,seakan tidak ada apa2",sakit team pelatih bungkampssi bungkamhanya sumarji buka suaralebih sakit team pelatih langsung belanda akan,negatif,Kekecewaan karena PSSI/pelatih bungkam.
setelah ini berita tentang timnas tdk akan ada penontonnya,berita timnas tonton,negatif,Pesimis berita Timnas tidak akan ditonton.
Sayang sekali😤😤,sayang,negatif,Ungkapan disayangkan/kecewa.
Tak perlu saling menyalahkan..timnas kita kan baru bentuk kamarin sore ko mau nya yg muluk muluk,menyalahkantimnas bentuk kamarin sore ko muluk muluk,positif,Membela Timnas agar tidak saling menyalahkan karena tim masih baru.
PUPUS SUDAH.... HARAPAN KITA MELIHAT NEGARA KITA BERKIBAR DI PIALA DUNIA..... SANGAT SEDIH TERPUKUL... MENGIKUTI TIMNAS DARI KUALIFIKASI.... SAMPAI KEMARIN TERAKHIR LAWAN IRAK...,pupus harap negara kibar piala dunia sedih pukul ikut timnas kualifikasi kemarin lawan irak,negatif,Kesedihan dan harapan pupus.
Sakit hati paling pedas gagal juara piala AFF 2010 karena penghianatan pemain timnas,sakit hati pedas gagal juara piala aff penghianatan pemain timnas,negatif,Kekecewaan atas kegagalan/trauma sepak bola.
13:01 😂😂😂 emng fans persib ini selalu merasa tersakiti Setiap yg kritik pemain nya pasti dikira fans persija yg anti persib Saya fans persipura saja mengakui marc klok jelek,emng fans persib sakit kritik pemain fans persija anti persib fans persipura aku marc klok jelek,negatif,Kritik terhadap pemain Marc Klok.
9:54 si pling hebat mmbuang berlian demi mendapatkan sampah,si pling hebat mmbuang berlian sampah,negatif,Sindiran membuang berlian demi sampah.
min bahas juga seandainya petrik di pecat siapa pengganti yang cocok,bahas anda trik pecat ganti cocok,netral,Pertanyaan tentang pengganti Patrick.
"Belum waktunya, lebih baik Bangun fondasi dulu.",bangun fondasi,positif,Saran membangun fondasi dulu.
Go Chelsea💙 Go Jepang 🩵,go chelsea go jepang,netral,"Komentar dukungan ke Chelsea/Jepang, tidak terkait jelas dengan Timnas."
"Suruh Arya Sinulingga, Tommy Welly dan kawan-kawannya untuk melatih Indonesia supaya mereka puas..... menghancurkan harapan kita.",suruh arya sinulingga tommy welly kawankawannya latih indonesia puas hancur harap,negatif,"Kritik terhadap Arya, Tommy Welly, dan pihak yang dianggap menghancurkan harapan."
Misi Patrick Kluivert selesai menggagalkan timnas masuk piala Dunia,misi patrick kluivert selesai gagal timnas masuk piala dunia,negatif,Sarkasme bahwa misi Patrick menggagalkan Timnas selesai.
Curacao yg mecat PK malah sukses 😂,curacao mecat pk sukses,negatif,Sindiran bahwa Curacao sukses setelah memecat PK.
