komentar,komentar_bersih,label_final,alasan_label
Ayolah indo nih..... Kecewa gua,ayo indo kecewa,negatif,"Berisi kritik, kekecewaan, atau sindiran terhadap pelatih, PSSI, Erick Thohir, Patrick/Kluivert, atau kegagalan Timnas."
#PATRICKOUT,patrickout,negatif,"Berisi kritik, kekecewaan, atau sindiran terhadap pelatih, PSSI, Erick Thohir, Patrick/Kluivert, atau kegagalan Timnas."
"Saya yakin jika masih STY megang timnas sy punya filing Indonesia lolos piala dunia,Krn STY yg sudah membangun pondasi dan mmg formasi 3 5 2 pass buat timnas.",sty megang timnas sy filing indonesia lolos piala duniakrn sty bangun pondasi mmg formasi pass timnas,positif,"Berisi dukungan, apresiasi, pembelaan, atau harapan positif terhadap Timnas, pemain, STY, atau pihak terkait."
​ @agasgama5542 y klo pun g lolos pildun sih bisa sampe round5 atau playoff.menurutku sih,lolos pildun sampe round playoffmenurutku,positif,"Berisi dukungan, apresiasi, pembelaan, atau harapan positif terhadap Timnas, pemain, STY, atau pihak terkait."
Kesalahan terbesar adalah mengganti STY,salah besar ganti sty,negatif,"Berisi kritik, kekecewaan, atau sindiran terhadap pelatih, PSSI, Erick Thohir, Patrick/Kluivert, atau kegagalan Timnas."
Semua pengurus PSSI harus mundur...,urus pssi mundur,negatif,"Berisi kritik, kekecewaan, atau sindiran terhadap pelatih, PSSI, Erick Thohir, Patrick/Kluivert, atau kegagalan Timnas."
"kita bener"" gk kecewa sama pemain mereka udh 100℅, kita kecewa sama taktik pelatih patrik dan keputusan pssi mencat sty di tengah kompetisi",bener kecewa pemain udh kecewa taktik pelatih patrik putus pssi cat sty kompetisi,negatif,"Berisi kritik, kekecewaan, atau sindiran terhadap pelatih, PSSI, Erick Thohir, Patrick/Kluivert, atau kegagalan Timnas."
"Perasaan emosi yg sama pada waktu gagal di final aff 2010 , tapi kali ini lebih sakit",asa emosi gagal final aff kali sakit,negatif,"Berisi kritik, kekecewaan, atau sindiran terhadap pelatih, PSSI, Erick Thohir, Patrick/Kluivert, atau kegagalan Timnas."
Bagi suporter buat pemainsih gak masalah. Yg bermasalah tu para pengambil keputusan.,suporter pemainsih masalah tu ambil putus,negatif,"Berisi kritik, kekecewaan, atau sindiran terhadap pelatih, PSSI, Erick Thohir, Patrick/Kluivert, atau kegagalan Timnas."
Mental pengalah banget ini😂,mental kalah,negatif,"Berisi kritik, kekecewaan, atau sindiran terhadap pelatih, PSSI, Erick Thohir, Patrick/Kluivert, atau kegagalan Timnas."
"i'm with you brother, selalu suport Pemain Timnas yang terus berjuang Pemain Diaspora Pemain Local(selama pemain yang punya semangat juang dan tidak betingkah) jujur hasil match Indonesia vs Irak hasilnya kalah pasti membuat hati suporter Timnas hancur, mimpi yang didepan mata ""Pildun""harus hilang tapi Damn I Love Timnas Indonesia",im with you brother suport pemain timnas juang pemain diaspora pemain localselama pemain semangat juang beting jujur hasil match indonesia vs irak hasil kalah hati suporter timnas hancur mimpi depan mata pildunharus hilang damn love timnas indonesia,positif,"Berisi dukungan, apresiasi, pembelaan, atau harapan positif terhadap Timnas, pemain, STY, atau pihak terkait."
Itu yang pk lakukan😂,pk laku,negatif,"Berisi kritik, kekecewaan, atau sindiran terhadap pelatih, PSSI, Erick Thohir, Patrick/Kluivert, atau kegagalan Timnas."
Rakyat tetap MENGHARGAI STY dan TIMNAS dan menghujat JUSTINUS dan TOWELL yg bikin masalah di TIMNAS.,rakyat harga sty timnas hujat justinus towell bikin timnas,positif,"Berisi dukungan, apresiasi, pembelaan, atau harapan positif terhadap Timnas, pemain, STY, atau pihak terkait."
"Etdah bussett. 2030 pemain udah tua-tua, belm tentu masih perform. Sekarang udah begini, gagal.. Sementara Thailand, Vietnam, mereka masih bisa memproduksi bibit dari liganya. Sedangkan Indonesia, liganya bapuk, club konyol, training center seadanya, academy bobrok, hayooo looo 😂😂 > Mau masuk piala dunia jalur instan ae kok, terlalu banyak tuntutan lu pada, minta A B C D segala. Nah, sekarang gagal lolos, artinya 2030 pemain udah tua-tua, belum tentu masih perform. Jadi dari mana nih Indonesia akan mencari pemain pengganti.. 😄😄 Sedangkan liga Indonesia terpuruk, infrastruktur club dan academy ngga bisa mencetak bibit unggul. #sadar diri anjeeng sedari awal 😂😂 Laporan keuangan pemegang saham club ngga pernah muncul ke publik. Dari mana masyarakat mau mengawal perkembangan sepakbola. Elu semu tuh bukan mendukung sepakbola Indonesia berkembang, elu semua tuh cuma mau hasil instan dengan cara instan.",etdah bussett pemain udah tuatua belm perform udah gagal thailand vietnam produksi bibit liga indonesia liga bapuk club konyol training center ada academy bobrok hayooo looo masuk piala dunia jalur instan ae tuntut gagal lolos pemain udah tuatua perform indonesia cari pemain ganti liga indonesia puruk infrastruktur club academy ngga cetak bibit unggul sadar anjeeng dar lapor uang pegang saham club ngga muncul publik masyarakat awal kembang sepakbola elu semu tuh dukung sepakbola indonesia kembang elu tuh hasil instan instan,negatif,"Berisi kritik, kekecewaan, atau sindiran terhadap pelatih, PSSI, Erick Thohir, Patrick/Kluivert, atau kegagalan Timnas."
"​ @simpel-logic ya sepakat,instan jalur abroad,liga kelompok umur juga harus punya,.",logic ya sepakatinstan jalur abroadliga kelompok umur,netral,"Berisi fakta, pertanyaan, nama, candaan umum, atau pembahasan taktik tanpa emosi sentimen yang jelas."
gua sih salahin pemain. emang skill pemainnya udah sehebat apa sih😂😂😂😂 udah jelas pemain level C semua,salahin pemain emang skill main udah hebat udah pemain level,negatif,"Berisi kritik, kekecewaan, atau sindiran terhadap pelatih, PSSI, Erick Thohir, Patrick/Kluivert, atau kegagalan Timnas."
"​ @seniaderene667 😅😅😅😅terus mau naturalisasi mesi,ronaldo,alves, saha, dan bintang bola lainnya 😅😅😅😅",naturalisasi mesironaldoalves saha bintang bola,negatif,"Berisi kritik, kekecewaan, atau sindiran terhadap pelatih, PSSI, Erick Thohir, Patrick/Kluivert, atau kegagalan Timnas."
PK sama Erick jangan di tegur,pk erick tegur,negatif,"Berisi kritik, kekecewaan, atau sindiran terhadap pelatih, PSSI, Erick Thohir, Patrick/Kluivert, atau kegagalan Timnas."
"Mundur aja kedua duanya,Erick dan klivert,KLW tidak mundur pak Erick,,nanti cari lagi pelatih Belanda level bebal.😂",mundur duanyaerick klivertklw mundur ericknanti cari pelatih belanda level bebal,negatif,"Berisi kritik, kekecewaan, atau sindiran terhadap pelatih, PSSI, Erick Thohir, Patrick/Kluivert, atau kegagalan Timnas."
Tukang judi dijadikan pelatih kepala. Yg jelas PK sudah menang judi bsa dapat gaji besar dari indo.,tukang judi jadi pelatih kepala pk menang judi bsa gaji indo,negatif,"Berisi kritik, kekecewaan, atau sindiran terhadap pelatih, PSSI, Erick Thohir, Patrick/Kluivert, atau kegagalan Timnas."
