komentar,komentar_bersih,label_final,alasan_label
"LUCU KALAU PATRICK DIBELA DENGAN 2 MATCH 6 POIN, GUA YAKIN STY JUGA BISA DENGAN SKUAD YG SAMA. MEREKA LUPA PATRICK 4 AWAY 4x KALAH. STY MASIH BISA IMBANG LAWAN ARAB & BAHRAIN.",lucu patrick bela match poin sty skuad lupa patrick away kalah sty imbang lawan arab bahrain,negatif,Sindiran terhadap pembelaan Patrick dan perbandingan negatif dengan STY.
"Pergantian Kluivert menjadi pelatih cuma untuk melancarkan proses naturalisasi,bukan untuk memajukan Timnas.",ganti kluivert pelatih lancar proses naturalisasibukan maju timnas,negatif,Kritik pergantian Kluivert dan naturalisasi.
Statistik 2 pelatih: Kreativitas cetak Gol: PK 6 laga : 5 goal dimana 3 goal dari penalti STY 6 laga : 6 goal dimana semua dari skema serangan. Kebobolan : PK 6 laga : kebobolan 15 goal. STY 6 laga : kebobolan 9 goal. Simpulan: 1 Pertahanan STY lebih menjanjikan 2. Kreativitas cetak goal STY lebih baik tdk ada dari pinalti ( meski materi pemain tdk lebih semewah sekarang).,statistik pelatih kreativitas cetak gol pk laga goal mana goal penalti sty laga goal mana skema serang bobol pk laga bobol goal sty laga bobol goal simpul tahan sty janji kreativitas cetak goal sty pinalti materi pemain mewah,negatif,Perbandingan statistik yang menyimpulkan STY lebih baik daripada PK.
"kalau liat highlight pertandingan era sty lebih asyik,, apalagi pas lawan arab dengan 2 gol marselino,, nggak ada bosennya.",liat highlight tanding era sty asyik lawan arab gol marselino bosennya,positif,Memuji permainan era STY yang dianggap lebih menarik.
"4:19 ish tau siapa konten kreatornya, udah pasti nama channel nya ""The Haye Way""😂 wkwk",konten kreator udah nama channel the haye way,netral,"Bercanda tentang nama channel, tidak beropini pada Timnas."
"Dalam konteks sepakbola, kita tidak kekurangan pemimpin hebat dan cerdas, TAPI KITA KEKURANGAN ORANG YANG JUJUR DAN BIJAKSANA.",konteks sepakbola kurang pimpin hebat cerdas kurang orang jujur bijaksana,negatif,Kritik terhadap kepemimpinan/kejujuran di sepak bola.
bung bin.. Mau usul ajah.. Kalau binder dekat atau kenal jajaran/staff PSSI.. Coba Alex Pastoor naikin jadi pelatih kepala..,bin usul ajah binder kenal jajaranstaff pssi coba alex pastoor naikin pelatih kepala,netral,"Usulan pelatih, tanpa emosi positif/negatif yang jelas."
"Selalu nonton ini adem , objktf",nonton adem objktf,netral,"Pujian pada konten, bukan opini langsung terhadap Timnas."
"Baru kali ini gw nangis gara gara sepak bola, kalau sekarang menangis karna sedih, semoga di beberapa tahun nanti, kita menangis karna bahagia, brapo INDONESIA..",kali nang gara gara sepak bola menang sedih moga menang bahagia brapo indonesia,positif,Berisi harapan agar kelak bisa menangis bahagia untuk Indonesia.
"Jangan pernah lagi beri tempat untuk Towel , Arya , Justin ,Akmal ! Orng orang ini paling bertanggung jawab, terutama Erik!!",towel arya justin akmal orng orang tanggung erik,negatif,Menyalahkan pihak tertentu atas kondisi Timnas.
"Setuju, pemain timnas kebanyakan main sosial media 😢",tuju pemain timnas banyak main sosial media,negatif,Kritik pemain Timnas terlalu banyak bermain media sosial.
Saya tonton ini sampai habis dan ternyata Binder ngk berani keritik pak Erik tohir yg telah membawa Patrick ke Timnas apa Karna pernah Satu meja. Kita sebagian seporter yg Rel datang jauh dari seluruh Indonesia dgn Harga yg ngk sedikit masuk ngk boleh teriak petric/Erik T out. Ngk ada yg percuma dlm sebuah perjuangan Bung... 🔥 Karna mereka telah melukai hati dan perasaan kami.,tonton habis binder ngk berani keritik erik tohir bawa patrick timnas meja seporter rel indonesia harga ngk masuk ngk teriak petricerik out ngk juang luka hati asa,negatif,Kritik kepada Erick/Patrick dan menyatakan hati suporter terluka.
TERIMA KASIH TIMNAS SENIOR... TERIMA KASIH STY terima kasih sudah membuat kami pecinta bola benar2 puas melihat Timnas bermain cantik hingga ROUND 3 .,terima kasih timnas senior terima kasih sty terima kasih cinta bola puas timnas main cantik round,positif,Apresiasi dan terima kasih kepada Timnas dan STY.
Selalu nunggu pendapat bung binder,nunggu dapat binder,netral,"Hanya menunggu pendapat kreator, bukan sentimen terhadap Timnas."
"Tetap semangat dan jangan menyerah,Kami selalu mendukung Timnas Indonesia :hands-yellow-heart-red::hands-yellow-heart-red::hands-yellow-heart-red:",semangat menyerahkami dukung timnas indonesia handsyellowheartredhandsyellowheartredhandsyellowheartred,positif,Dukungan dan semangat untuk Timnas Indonesia.
Hanya. Bung binder dan bung harva jg bung ropan selalu memberikan. Konten yg. Bijak❤❤❤,binder harva jg ropan konten bijak,netral,"Pujian terhadap konten kreator, bukan opini langsung ke Timnas."
"STY lah yang tulus melatih Indonesia,sedih banget kita kalah lagi ma Irak.",sty tulus latih indonesiasedih kalah ma irak,negatif,Sedih karena Timnas kalah dari Irak.
Bukan sedih lagi...trauma ..,sedih lagitrauma,negatif,Ungkapan trauma/sedih.
Bung ini pernah beri amaran yang keputusan Indonesia mengantikan STY..Ternyata amaran dia sangat berasas Dan telah dibuktikan dengan keputusan perlawanan di bawah PKluivet Dan terkini Indonesia tersingkir dalam persaingan bola sepak.,amar putus indonesia anti styternyata amar asas bukti putus lawan pkluivet kini indonesia singkir saing bola sepak,negatif,Kritik keputusan mengganti STY dan hasil di bawah PK.
Sehat selalu BBB ❤ TIMNAS ❤ STY.,sehat bbb timnas sty,positif,Doa/dukungan untuk Timnas dan STY.
Bahkan lawan Bahrain 99% harusnya menang itu.,lawan bahrain menang,negatif,Menyesalkan laga Bahrain yang dianggap seharusnya menang.
"​ @arifjs7056 benar kita selalu dicurangi di era sty.. sekarang gak perlu dicurangi , udah kalah 😂",curang era sty curang udah kalah,negatif,Sarkasme bahwa sekarang tidak perlu dicurangi sudah kalah.
Orang gak sadar STY lama itu masih membangun pondasi jadi blm ada hasilnya KLO Patrik sudah jadi tapi di otak Atik sendiri,orang sadar sty bangun pondasi blm hasil patrik otak atik,negatif,Membela STY dan mengkritik Patrick yang mengubah tim.
"​ @AbdulRosid-zo9vi Nah kocak kalau pssi masih bilang percaya proses, sty berproses dipecat.",zo vi kocak pssi bilang percaya proses sty proses pecat,negatif,Kritik kepada PSSI karena STY berproses tetapi dipecat.
​ @AbdulRosid-zo9vi gimana ceritnya kq belum ada hasil nya dia membangun timnas setengah mati lu bilang blm ada hasil.. dari nol smpai sejadi ini,zo vi gimana cit kq hasil bangun timnas mati bilang blm hasil nol smpai jadi,positif,Membela pencapaian STY membangun Timnas dari awal.
"​ @AbdulRosid-zo9vi Timnas kt blm jadi bos..' msh blm punya komposisi ideal..""",zo vi timnas kt blm bos msh blm komposisi ideal,netral,"Pernyataan kondisi Timnas belum ideal, cenderung informatif."
Si Patrick pelatih pujan ketum pssi jua si toel cs...,si patrick pelatih pujan tum pssi jua si toel cs,negatif,Sindiran negatif terhadap Patrick dan PSSI.
"​ @mbakwiwik8252 Ya jaman sty mana bisa mereka masuk, STY GA BISA DIKONTROL.",ya jaman sty masuk sty kontrol,negatif,Kritik implisit bahwa STY tidak bisa dikontrol pihak tertentu.
Kalah cuma sama china dan jepang saat itu ...,kalah china jepang,positif,Membela era STY dengan menyebut kekalahan terbatas pada China/Jepang.
"Mereka ga mikir siapa yang telah membawa timnas sampai sejauh ini dengan squad apa adanya,.TPI mreka seenak nya ngomong kaya gitu kaya ga puny mata",mikir bawa timnas squad adanyatpi mreka enak ngomong kaya gitu kaya puny mata,negatif,Kritik orang yang tidak menghargai pembawa Timnas sejauh ini.
Disclaimer _ STY tuh membangun tim dari minus ya sodaraku bukan dari nol 🤌,disclaimer sty tuh bangun tim minus ya sodaraku nol,positif,Mendukung STY sebagai pembangun tim dari kondisi minus.
Yg bela itu mafia .yang tidak ngerti bola,bela mafia ngerti bola,negatif,Menyebut pembela sebagai mafia/tidak mengerti bola.
UDAH PECAT SI KLUVERT N SI TOHIR!!!!,udah pecat si kluvert si tohir,negatif,Seruan memecat Kluivert dan Tohir.
​ @simeleketehedon8380 Setahu saya baru di era pak Erick Indonesia bisa sampai Round 4 pildun. Yg obyektif kalau menilai.,tahu era erick indonesia round pildun obyektif nilai,positif,Menyebut pencapaian era Erick sampai Round 4 dan meminta objektif.
"Itu dapat 6 point lawan tim paling lemah di grub trus main kandang pula, imbang atau kala ya kebangetan",point lawan tim lemah grub main kandang imbang ya banget,negatif,Mengecilkan capaian enam poin karena lawan dianggap lemah.
Kalau ET mundur dr PSSI siapa penggantinya kira2 yg sepadan ? Coba paparkan.,et mundur pssi ganti padan coba papar,netral,Pertanyaan tentang pengganti Erick jika mundur.
​ @AndiIrmanNur-w5i ada ratu Tisha yang bagus,ratu tisha bagus,positif,Usulan positif terhadap Ratu Tisha.
​ @AndiIrmanNur-w5i Ya minimal arya mundurlah.. kalau et gamau,ya minimal arya mundur et gamau,negatif,Meminta Arya mundur.
6 pertandingan 6 point . Main ga jelas,tanding point main,negatif,Kritik permainan yang tidak jelas.
6 MATCH 6 POINT TERNYATA SPOILER,match point spoiler,negatif,Sindiran negatif terkait 6 match 6 point.
Dengan squad yang ada STY jadi pelarihnya MUSTAHIL KALAH.. ini karena si kuvret pintar di sengajain biar indo kalah..,squad sty larih mustahil kalah si kuvret pintar sengajain biar indo kalah,negatif,Kritik keras/dugaan sengaja membuat Indonesia kalah.
Paling UUD bang,uud bang,negatif,"Sindiran soal UUD/uang, bernada negatif."
Inilah hasil dari drama politisir di sepakbola. Sudahlah jangan percaya narasi dan statmen dari jajaran federasi 😢,hasil drama politisir sepakbola percaya narasi statmen jajar federasi,negatif,Kritik politisasi sepakbola dan federasi.
Petrik 6 match 6 poin juga 2 gol dari open play kebobolan 15,trik match poin gol open play bobol,negatif,Statistik negatif kinerja Patrick: sedikit open play dan banyak kebobolan.
Dan kebobolannya lebih banyak zaman PK di banding STY,bobol zaman pk banding sty,negatif,Kritik bahwa kebobolan era PK lebih banyak dari STY.
yg banggakan Spongebob kulivert itu rata2 para towel cs taun tai.,bangga spongebob kulivert towel cs taun tai,negatif,Hinaan kepada pendukung Kluivert/Towel.
