komentar,komentar_bersih,label_final,alasan_label
Ganti seluruh jajaran exco,ganti jajar exco,negatif,Kritik/permintaan mengganti jajaran Exco.
​ @pintotubagus8105 kalau itu baru setuju Tapi Yg bisa keluar kan siapa?,tuju,negatif,"Menyetujui perubahan/keluarnya pihak tertentu, bernada kritik."
Kita dengar dan lihat nanti alasan yg berbelit dari tim PSSI,dengar lihat alas belit tim pssi,negatif,Kritik terhadap PSSI yang dianggap memberi alasan berbelit.
Alex fastoor yg ambil alih,alex fastoor ambil alih,netral,Hanya menyebut nama calon/pihak yang mengambil alih tanpa emosi jelas.
Carilh pelatih yg seperti STY yg menetap di indonesia sehingga tau perjlnn timnya...bukn cuma waktu main aj baru ke indonesia.,carilh pelatih sty tetap indonesia perjlnn timnyabukn main aj indonesia,negatif,Mengkritik kebutuhan pelatih seperti STY dan menyindir pelatih yang tidak menetap.
Sty ttp yg terbaik,sty ttp baik,positif,Memuji STY sebagai yang terbaik.
Nggak diganti bagaimana wong Patrick klepert nggak becuss wong dia dipecat dari timnas curacao sekarang curracao nggak dilatih patrick klepert lolos ke piala dunia,ganti patrick klepert becuss pecat timnas curacao curracao latih patrick klepert lolos piala dunia,negatif,Kritik keras terhadap Patrick/Kluivert yang dianggap tidak becus.
Kualitas PATRICK sama saja dengan ocehan TOWEL....,kualitas patrick oceh towel,negatif,"Menyamakan kualitas Patrick dengan ocehan Towel, bernada merendahkan."
Dari segi taktik udah yg terbaik? Apa indikatornya?,segi taktik udah baik indikator,negatif,"Pertanyaan skeptis terhadap kualitas taktik, bernada kritik."
Gk ada sepak bola.... Pro kontra.. Ruwet...,sepak bola pro kontra ruwet,negatif,Menggambarkan sepak bola/pro kontra sebagai ruwet.
Pelatih kepala tetap dipertahankan. Karena udh cukup bagus bisa membawa sampai ke round 4,pelatih kepala tahan udh bagus bawa round,positif,Mendukung pelatih kepala dipertahankan karena dinilai cukup bagus.
"Setuju segala sesuatu butuh proses,,, jangan selalu ganti pelatih..",tuju butuh proses ganti pelatih,positif,Menekankan proses dan menolak kebiasaan mengganti pelatih.
campur aduk kepentingan politik dan hobi org2 exco termasuk ET,campur aduk penting politik hobi orang exco et,negatif,Kritik terhadap campuran kepentingan politik di Exco/ET.
Erik tohir mundur. Dia paling brtanggung jawab,erik tohir mundur brtanggung,negatif,Menuntut Erick Thohir mundur dan bertanggung jawab.
"​ @azizchannelnew Pak Erik Tohir memang akan mundur, tinggal menunggu waktu saja, mengingat sekarang sudah menjabat sebagai MENPORA. Mungkin sampai Munas PSSI atau sebelum Munas PSSI.",erik tohir mundur tinggal tunggu jabat menpora munas pssi munas pssi,netral,Memberikan informasi/prediksi soal kemungkinan Erick Thohir mundur.
​ @azizchannelnew lu aja yg mundur...PK out gw setuju tp ET tidak..,mundurpk out tuju et,negatif,Mendukung PK out meskipun tidak setuju ET mundur.
