komentar,komentar_bersih,label_final,alasan_label
"dimata pundit indo main pragmatis udah kek hal yang haram banget, padahal itu bagian dari taktik sepakbola yang tujuannya buat cari menang juga",mata pundit indo main pragmatis udah haram taktik sepakbola tuju cari menang,netral,"Berisi fakta, pertanyaan, nama, candaan umum, atau pembahasan taktik tanpa emosi sentimen yang jelas."
GAGAL FOOTBALL UNDER PK ET yg berniat Koci dan Towell mengiyakan Tanggung jawab ET,gagal football under pk et niat koci towell iya tanggung et,negatif,"Berisi kritik, kekecewaan, atau sindiran terhadap pelatih, PSSI, Erick Thohir, Patrick/Kluivert, atau kegagalan Timnas."
"Maen sedikit bertahan dan counter attack...itu yg dilakukan STY bawa korsel kalahkan jerman di piala dunia... STY tanpa romeny, pelupessy, miliano, zilstra, emil bisa kalahkan arab saudi 2 -0.. Kluivert..pelatih oblok ini mah...",maen tahan counter attackitu sty bawa korsel kalah jerman piala dunia sty romeny pelupessy miliano zilstra emil kalah arab saudi kluivertpelatih oblok mah,negatif,"Berisi kritik, kekecewaan, atau sindiran terhadap pelatih, PSSI, Erick Thohir, Patrick/Kluivert, atau kegagalan Timnas."
Italia 4 X juara dunia,italia juara dunia,netral,"Berisi fakta, pertanyaan, nama, candaan umum, atau pembahasan taktik tanpa emosi sentimen yang jelas."
Total football susah amat cetak gol 😂,total football susah cetak gol,negatif,"Berisi kritik, kekecewaan, atau sindiran terhadap pelatih, PSSI, Erick Thohir, Patrick/Kluivert, atau kegagalan Timnas."
Maroko gaya permainan bertahan counter attack sampai di babak gugur piala dunia,maroko gaya main tahan counter attack babak gugur piala dunia,netral,"Berisi fakta, pertanyaan, nama, candaan umum, atau pembahasan taktik tanpa emosi sentimen yang jelas."
Kalo Patrick Kluivert itu total fool ball😅,kalo patrick kluivert total fool ball,negatif,"Berisi kritik, kekecewaan, atau sindiran terhadap pelatih, PSSI, Erick Thohir, Patrick/Kluivert, atau kegagalan Timnas."
Yg penting mah menang bos.. harusnya bgitu.. Percuma indah klo kalah,mah menang bos bgitu indah kalah,negatif,"Berisi kritik, kekecewaan, atau sindiran terhadap pelatih, PSSI, Erick Thohir, Patrick/Kluivert, atau kegagalan Timnas."
Fakta,fakta,netral,"Berisi fakta, pertanyaan, nama, candaan umum, atau pembahasan taktik tanpa emosi sentimen yang jelas."
"Yg pertama kali yg plg bertanggung jawab adalah mereka2 yg memuja lokal pride diawal2 masuknya anak2 diaspora itu...semakin ribut & semakin ramai,meski sudah dikounter dgn kalimat2 takdirpun gak diam juga tuh pemuja2 lokal pride.ditambah lagi cocotnya towel,justin & kamal membesarkan keributan dgn mengotori otak fans garuda dgn menjelek jelekkan STY..PSSInya juga cuma punya mental krupuk..lebih milih suara2 bodoh daripada suara2 yg mengedepankan fakta & logika...akhirnya terjadilah skenario2 sampa agar sty bisa difitnah spy bisa dijegal... Dan saya mmg setuju,kalo mmg harus gagal kenapa gak sama STY aja...setidaknya mimpi2 kita itu tidak terbunuh dgn sekeji ini..",kali plg tanggung puja lokal pride awal masuk anak diaspora itusemakin ribut ramaimeski dikounter kalimat takdir diam tuh puja lokal prideditambah cocotnya toweljustin kamal besar ribut kotor otak fans garuda jelek jelek stypssinya mental krupuklebih milih suara bodoh suara depan fakta logikaakhirnya skenario sampa sty fitnah spy jegal mmg setujukalo mmg gagal sty ajasetidaknya mimpi bunuh keji,negatif,"Berisi kritik, kekecewaan, atau sindiran terhadap pelatih, PSSI, Erick Thohir, Patrick/Kluivert, atau kegagalan Timnas."
