komentar,komentar_bersih,label_final,alasan_label
Gitu aja terus sampe cipung lulus kuliah 😂,gitu sampe cipung lulus kuliah,negatif,Sarkasme terhadap proses yang dianggap terlalu lama.
Tunggu kucing sampai tumbuh tanduk 😂😂,tunggu kucing tumbuh tanduk,negatif,Sarkasme bahwa harapan tersebut sulit terwujud.
"Ya semoga lu bisa bener sabar liat progressnya bukan drama dari psshit, karena kasihan pemainnya.",ya moga bener sabar liat progressnya drama psshit kasihan main,negatif,Kritik terhadap drama PSSI dan kasihan terhadap pemain.
Kesempatan round 10😂😂,sempat round,negatif,Sarkasme terhadap kesempatan berikutnya.
"Mau ngapain bro, ingat ini bola bukan politik",ngapain bola politik,negatif,Kritik terhadap politisasi sepak bola.
"Jgn kau bawakan olahraga di kancah politik,dari dulu Indonesia hanya level kancah Asean, lu tau tidak Irak pernah ngalahkan Jepang di Final piala asia Waktu Indonesia tuan Rumah di GBK",jgn kau bawa olahraga kancah politikdari indonesia level kancah asean irak ngalahkan jepang final piala asia indonesia tuan rumah gbk,negatif,Kritik terhadap olahraga yang dibawa ke politik dan level Timnas.
Tindakan apa? 😊... Kalah mah kalah... Belum waktunya timnas masuk pildun😊😊,tindak kalah mah kalah timnas masuk pildun,netral,Menerima kekalahan sebagai belum waktunya lolos.
PATRICK WAJIB DIPECAT,patrick wajib pecat,negatif,Menuntut Patrick dipecat.
Emang blm pantas lolos pildun mental blm ada main msih kek tarkam gitu kalau pun lolos pildun paling di obok2 di fase grub sama tim2 negara eropa dan amerika latin,emang blm lolos pildun mental blm main msih tarkam gitu lolos pildun obok fase grub tim negara eropa amerika latin,negatif,Kritik bahwa Timnas belum pantas lolos dan mental belum siap.
"Gak berkaca ke arab Saudi,,ganti pelatih dengan nama besar tapi di permalukan oleh Indonesia,mereka garcep memecat manchini lalu memanggil kembali pelatih sebelum Mancini..",kaca arab saudiganti pelatih nama malu indonesiamereka garcep pecat manchini panggil pelatih mancini,negatif,Kritik perbandingan pergantian pelatih dengan Arab Saudi.
​ @musisigagalterkenal2308 beda lol..arab saudi pecat pelatih saat progres buruk..eric tohir pecat STY saat inronesia berhasil mengalahkan arab 2-0,beda lolarab saudi pecat pelatih progres burukeric tohir pecat sty inronesia hasil kalah arab,negatif,Kritik terhadap pemecatan STY saat Indonesia sedang berprogres.
Pemain ngga salah. Tapi pelatih nya yg tdk punya otak,pemain ngga salah pelatih otak,negatif,Kritik keras terhadap pelatih.
Sty lbh bagus sdh membawa sepak bola kita jd macan asean..,sty lbh bagus sdh bawa sepak bola macan asean,positif,Memuji STY telah membawa sepak bola Indonesia lebih baik.
​ @mamansuparman661 macan Asean apa 0 trophy. Fakta nya sekarang 2 bulan ngelatih club Korea di pecat 😂😂😂,macan asean trophy fakta ngelatih club korea pecat,negatif,Kritik terhadap STY karena dianggap tanpa trofi.
"Kalo STY pelatih, mungkin kita menang lawan Arab",kalo sty pelatih menang lawan arab,positif,Dukungan/penilaian positif terhadap STY.
klo STy kalah 5- 1 dek,sty kalah dek,negatif,Kritik terhadap STY dengan menyebut kekalahan.
