komentar,komentar_bersih,label_final,alasan_label
"betul bro, sperti nova di tim u 17 matanya sipit lolos bro",sperti nova tim mata sipit lolos,positif,Mendukung contoh Nova U-17 yang lolos.
GUS DUR DILAWAN 😂,gus dur lawan,netral,Candaan tentang Gus Dur tanpa sentimen jelas.
Apa harus ROY KIYOSIH ya 🤔 krna dia juga bisa melihat alam ghoib 😢,roy kiyosih ya krna alam ghoib,netral,"Candaan tentang Roy Kiyoshi, tidak langsung menilai Timnas."
​ @AzkadinaAndrea boleh juga roy kyoshi,roy kyoshi,netral,"Balasan bercanda, tidak ada sentimen Timnas."
"iya betul, yang katanya youtuber tukang prediksi jitu zonnkk semua",iya youtuber tukang prediksi jitu zonnkk,negatif,Menyindir prediksi YouTuber yang zonk.
"Betul bro...saya JD inget dgn kata2 pak Gusdur (ALM) Beliau katakan Indonesia akan lolos pildun 20th mendatang dan dilatih oleh pelatih bermata sipit....bukti nyata nya ada di timnas u17🇮🇩, yg dipimpin Coach Nova Arianto (titisan STY)💪",brosaya inget gusdur alm beliau indonesia lolos pildun th latih pelatih mata sipitbukti nyata timnas pimpin coach nova arianto titis sty,positif,Mendukung keyakinan pada pelatih bermata sipit/Nova/STY.
Kapan Gus Dur bilang begitu?,gus dur bilang,netral,Pertanyaan kapan Gus Dur mengatakan hal tersebut.
"S7, bener dan kenyataan BALIKKAN STY JADI PELATIH TIMNAS INDONESIA 🇮🇩💪",bener nyata balik sty pelatih timnas indonesia,positif,Mendukung pengembalian STY sebagai pelatih Timnas.
peller korea sipit,peller korea sipit,negatif,Komentar vulgar/merendahkan Korea.
"Gk usah bawa² almarhum gusdur utk tebar keburukan, km akan mndptkan keburukan yg parah",bawa almarhum gusdur tebar keburu km mndptkan keburu parah,negatif,Menegur penggunaan nama almarhum Gus Dur dan bernada negatif.
"Kapan Alm. Gusdur pernah bilang gitu, jangan ngarang aja kamu @Nyimas",alm gusdur bilang gitu ngarang,negatif,Menuduh komentar mengarang soal Gus Dur.
"Momen krusial dn kesempatantdk dtang 2 kali bro,kesalahan pelatih adalah ketika vs arab dgn formasi coba2. Dan kita tdk tahu apakah 4tahun kemudian semua pemain timnas akan tetap di performa bagus sperti skarang..",momen krusial dn kesempatantdk dtang kali brokesalahan pelatih vs arab formasi coba pemain timnas performa bagus sperti skarang,negatif,Mengkritik kesalahan pelatih saat melawan Arab.
Blum tentu masuk tahap ini juga. Ini adalah momentum tertinggi pildun buat timnas,blum masuk tahap momentum tinggi pildun timnas,negatif,Pesimis karena momentum Piala Dunia dianggap tertinggi.
Kalau negaranya belum bubar 😂,negara bubar,negatif,Candaan pesimis tentang negara bubar.
"Itu kan saya tulis bro Insya Allah, mudahan performa mereka bisa lebih baik lg, sekelas italia yg di latih mancini tahun 2018 aja pernah tidak lolos piala dunia, apalagi timnas yg bru saja mau berkembang, yg Penting kita tetap berdoa untuk timnas indonesia dan terus memberikan dukungan. Salam Kenal saudaraku..🙏",tulis insya allah mudah performa lg kelas italia latih mancini lolos piala dunia timnas bru kembang doa timnas indonesia dukung salam kenal saudara,positif,"Berisi doa, dukungan, dan optimisme untuk Timnas."
​ @MohammadSyahRolies mungkin masih ada harapan kalo STY di kembalikan lagi jadi pelatih..walau mungkin harus STEL ulang gaya bermain dan pemainnya.,harap kalo sty kembali pelatihwalau stel ulang gaya main main,positif,Harapan agar STY kembali menjadi pelatih.
