komentar,komentar_bersih,label_final,alasan_label
"Syt baru di pecat dari club nya tuh,gara gara kalah terus clubnya,siapa tau bisa di rkrut lagi ke timnas kita😂😂😂",syt pecat club tuhgara gara kalah clubnyasiapa rkrut timnas,negatif,Sarkasme/komentar negatif terkait STY dan kekalahan klub.
"Tidak ada pelatih Indonesia yang mampu selevel dia menggunakan squad miliknya, bahkan yang dikatakan ""Kepelatihan Terbaik"" tak mampu menyerang gawang jepang yang dipenuhi pemain pelapis dan terbantai dari Australia yang dipenuhi pemain pelapis pula, berbeda jauh dari STY yang mampu melawan mereka dengan bagus saat mereka dipenuhi pemain inti.... Ingat jika STY memberikan pertandingan terbaik saat itu dengan pemain seadanya tanpa lini depan yang kuat🥱",pelatih indonesia level squad milik latih baik serang gawang jepang penuh pemain lap bantai australia penuh pemain lap beda sty lawan bagus penuh pemain inti sty tanding baik pemain ada lini kuat,positif,Apresiasi terhadap kemampuan STY dibanding pelatih lain.
Yah masyarakat bawah Rindu yang dimana semua pemain petarung melawan musuhhh,yah masyarakat rindu mana pemain tarung lawan musuhhh,positif,Ungkapan rindu pada pemain yang berjuang/petarung.
rindu bapak luh,rindu luh,positif,Ungkapan rindu/dukungan kepada figur yang disukai.
Ogah amat..masih babyak pelatih yg lebih baik....duniamu sempit amat cuma STY taunya,ogah amatmasih babyak pelatih baikduniamu sempit sty tau,negatif,Kritik terhadap pandangan yang hanya berfokus pada STY.
komen template sepanjang tahun,komen template,negatif,Sindiran terhadap komentar yang dianggap template.
Tinggal piala asia bang😢 kita tunggu siapa pelatih Indonesia selanjutnya 😢,tinggal piala asia bang tunggu pelatih indonesia,negatif,Bernada sedih menunggu pelatih selanjutnya.
Komen paling generik 🥱🥱🥱,komen generik,negatif,Sindiran terhadap komentar yang dianggap generik.
Dukung apanya ..?,dukung apa,negatif,Mempertanyakan dukungan dengan nada negatif.
Iya emang bro.maunya instan..GK mau proses.... padahal Kluivert..GK ada prestasinya sama sekali..jdi pelatih...,iya emang bromaunya instangk proses kluivertgk prestasi sekalijdi pelatih,negatif,Kritik terhadap Kluivert dan proses yang dianggap instan.
