komentar,komentar_bersih,label_final,alasan_label
"Sulit move on genks.. 😢 Kalo klub kalah udah biasa, kali ini berbeda, ini timnas indonesia.",sulit move on genks kalo klub kalah udah kali beda timnas indonesia,negatif,Menunjukkan kesedihan karena kekalahan Timnas.
Terima kasih atas perjuangannya selama 3 tahun🥹 tetap tegakkan kepala kami tetap bangga dengan kalian semua cinta ini takkan pernah padam untukmu Garuda walaupun gagal untuk sekian kalinya🥹🇮🇩,terima kasih juang tegak kepala bangga cinta tak padam untuk garuda gagal sekian kali,positif,"Berisi terima kasih, kebanggaan, dan dukungan kepada Garuda meskipun gagal."
Zidan iqba dgn satu tendangan nya sdah cukup mengubur mimpi timnas dan melukai seluruh rakyat Indonesia yg sgt mengharapkan bs tampil di pildun 2026😢,zidan iqba tendang sdah kubur mimpi timnas luka rakyat indonesia sgt harap bs tampil pildun,negatif,Menggambarkan mimpi Timnas terkubur dan rakyat terluka.
Goodbye piala dunia 2026 dan halo piala dunia 2030 kami menunggumu,goodbye piala dunia halo piala dunia tunggu,positif,Bernada menerima kegagalan 2026 dan menunggu peluang 2030 secara optimis.
"Biasa, media overrated 😂",media overrated,negatif,Mengkritik media yang dianggap melebih-lebihkan.
Media penggorengan,media goreng,negatif,Mengkritik media yang dianggap menggoreng isu.
"coba bandingin game play timnas jaman sty sama timnas sebelum sty kebawah... permainan sangat jauh berkembang, jadi wajar ekspektasi penonton juga ikut tinggi..",coba bandingin game play timnas jaman sty timnas sty bawah main kembang wajar ekspektasi tonton,positif,Mengapresiasi perkembangan permainan Timnas pada era STY.
"Di lebih lebihkan, padahal dari segi permainan indonesia emang gak pantes lolos piala dunia😂",lebih segi main indonesia emang pantes lolos piala dunia,negatif,Menyatakan Indonesia tidak pantas lolos Piala Dunia.
​ @ikadekwiguna2725 iya itu tau modal pemain diaspora kalo pelatihnya macam bintang laut mana bakal lolos,iya modal pemain diaspora kalo latih bintang laut lolos,negatif,Mengkritik pelatih yang dianggap tidak mampu membawa tim lolos.
"Lah knp nyalahin media SE kocak lo, pemiliknya juga orng Indo ya maklum lah mereka menggambar-gemborkan timnas toh emang kenyataanya timas di moment itu lagi bagus2nya sejak negara ini berdiri, kapan lagi kan menyemangati & ikut berpartisipasi di timnas Indo & kapan lagi klo gak sekarang ?",nyalahin media kocak milik orng indo ya maklum menggambargemborkan timnas emang kenyataanya timas moment bagus negara diri semangat partisipasi timnas indo,positif,Membela antusiasme media dan mendukung semangat untuk Timnas.
​ @BajaLah iya tau tapi gausah di gembor-gemborkan lah itu jatuhnya sombong mending sadar diri aj timnas kita ga tembus piala dunia,iya gausah gemborgemborkan jatuh sombong mending sadar aj timnas tembus piala dunia,negatif,Mengkritik media/Timnas karena dianggap sombong dan tidak tembus Piala Dunia.
seraaang!!,seraaang,positif,Seruan dukungan/semangat menyerang.
Tapi masalah timnas Maroko udah jago dari dulu Cuyyy,timnas maroko udah jago cuyyy,netral,Pernyataan informatif tentang kualitas Timnas Maroko.
Aku kok gak terluka...,luka,netral,Komentar ambigu tanpa sentimen jelas terhadap Timnas.
Pelatih Irak Graham Arnold memang top dan ber IQ tinggi dapat membaca permainan indonesia..kesalahan besar indonesia mencoret mees hilgers pemain termahal..harusnya pemaiin belakang indonesia itu mees hilgers dan kevin dick..bukan tipe klasik risky ridho dan jay idzes..Lawan jepang kmrn walaupun di hajar malah kelihatan kualitas mees hilgers dan kevin dick..,pelatih irak graham arnold top ber iq baca main indonesiakesalahan indonesia coret mees hilgers pemain termahalharusnya pemaiin indonesia mees hilgers kevin dickbukan tipe klasik risky ridho jay idzeslawan jepang kmrn hajar kualitas mees hilgers kevin dick,negatif,Mengkritik pemilihan pemain dan strategi Indonesia.
"manajemen sama orang orang dibalik PSSI, erick tohir dan si patrick judol sebenernya .",manajemen orang orang balik pssi erick tohir si patrick judol sebenernya,negatif,"Mengkritik manajemen PSSI, Erick Thohir, dan Patrick."
