komentar,komentar_bersih,label_final,alasan_label
Menang duit towel erik dan petrik,menang duit towel erik trik,negatif,Sindiran bahwa pihak tertentu menang uang.
"Sok tauuu..ssma org Indo aja gk pd akurs,sok2n pingin maju di pildum....perbaiki dulu SDM baru timnas...😊😊😊",sok tauuussma orang indo akurssok pingin maju pildumperbaiki sdm timnas,negatif,Kritik terhadap SDM dan kesiapan Timnas menuju Pildun.
"kemarin sibuk mengkwatirkan wasit dr arab yg ternyata lumayan bagus,nah sekarang lihat wasit dr China kok pd diam.",kemarin sibuk mengkwatirkan wasit arab lumayan bagusnah lihat wasit china diam,negatif,Kritik terhadap sikap publik soal wasit China/Arab.
Pemain main maximal kami hargai. Saya tunggu statement PSSI DAN PATRICK.,pemain main maximal harga tunggu statement pssi patrick,positif,Menghargai pemain yang sudah bermain maksimal.
Kalah ya kalah tidak usah salahkan org lain' jangan lampiaskan kekesalan anda pada org lain sob' kita haru sadar diri klo level tim kita masih setingkat apa dulu' sepak bola kita bukan tim kelas atas seperti tim besar yg sering lolos pildun,kalah ya kalah salah orang lampias kesal orang sob haru sadar level tim tingkat sepak bola tim kelas tim lolos pildun,negatif,Menerima kekalahan tetapi menilai level Timnas masih rendah.
Sama si Erik si Arya si Yunus towel LG pestaa mereka,si erik si arya si yunus towel lg pestaa,negatif,"Sindiran terhadap Erick, Arya, Yunus, dan Towel."
Towel senang ini 😂,towel senang,negatif,Sindiran bahwa Towel senang atas kekalahan.
Dia Yg penting pemain titipanya bisa ikut bro😂,pemain titipanya,negatif,Tuduhan pemain titipan.
Aku cinta towel❤❤❤❤❤,cinta towel,positif,Ungkapan dukungan/suka kepada Towel.
Jgn lebay bgtu komenya,jgn lebay bgtu komenya,negatif,Mengkritik komentar yang dianggap lebay.
Lebay Lebay Lebay.,lebay lebay lebay,negatif,Komentar negatif singkat.
​ @dursamadi 😂😂😂 termul2 memang gila,termul gila,negatif,Insult/ejekan terhadap pihak tertentu.
Tetaplah bangga jadi pemain timnas tegakan kepala menatap masa depan.kalah menang sudah biasa ini hari para towel dan kroninya para mafia bandar bersorak menang Jangan kau menangis para pemain timnas,tetap bangga pemain timnas tega kepala tatap depankalah menang towel kroni mafia bandar sorak menang kau menang pemain timnas,positif,Tetap bangga pada pemain Timnas dan meminta tidak menangis.
Towel siapa??? Serius nanya,towel serius nanya,netral,Pertanyaan netral tentang Towel.
​ @AdrianoviFarouk yg nyaranin sty di ganti.,nyaranin sty ganti,netral,Informasi singkat tentang pihak yang menyarankan STY diganti.
​ @AdrianoviFarouk ODGJ,odgj,negatif,Insult bernada negatif.
Yo so pasti loncat loncat,yo so loncat loncat,netral,Komentar bercanda tanpa sentimen jelas.
​@septiansyahwibowoanda salah sty lah yg udah bangun podasi dari nol Mlah di rusak sama Patrik temen nya sponbop itu,salah sty udah bangun podasi nol mlah rusak patrik temen sponbop,negatif,Kritik bahwa pondasi STY dirusak Patrick.
​@septiansyahwiboworekor Kluivert ditimnas gmna??STY THE BEST BROO,kluivert ditimnas gmnasty the best broo,positif,Dukungan kepada STY dan menilai STY terbaik.
"Sok tau bukan ,,,,,murni karena keputusan wasit asal cina kontroversi,,,,beda saat wasit yg pimpin lawan arab kemarin VAR aktif,,,sedang pertandingan lawan Iraq VAR buta ,,,perlu di perdebatkan kan karena keputusan wasit lebih benar keputusan VAR,,,,,",sok murni putus wasit cina kontroversibeda wasit pimpin lawan arab kemarin var aktifsedang tanding lawan iraq var buta debat putus wasit putus var,negatif,Kritik terhadap keputusan wasit China dan VAR.
​@IlhamTaadiserang akun wasitnya,akun wasit,netral,Informasi singkat tentang akun wasit.
Angkat dia jadi pelatih guru .😅😅,angkat pelatih guru,netral,Saran/joke tanpa sentimen jelas terhadap Timnas.
Towel bilang ini pencapaian tertinggi sepak bola indonesia... dasar,towel bilang capai tinggi sepak bola indonesia dasar,negatif,Sindiran terhadap klaim pencapaian sepak bola Indonesia.
