komentar,komentar_bersih,label_final,alasan_label
Bner ngpain sia2in pelatih yg sudah membangun dari awal sampai sejauh ini. Pecatt bintang laut pergi jauh2,bner ngpain sia in pelatih bangun pecatt bintang laut pergi,negatif,Mengkritik keputusan menyia-nyiakan pelatih yang membangun Timnas.
Sangat sangat setuju,tuju,netral,Persetujuan singkat tanpa konteks sentimen jelas.
Yab betul sekali bang,yab bang,netral,Persetujuan singkat tanpa konteks sentimen jelas.
Setuju gan Saya suku bgt kata2 ini 👍🏻👍🏻👍🏻,tuju gan suku,positif,Menyukai dan mendukung pernyataan yang disampaikan.
"2030 piala dunia berikutnya dan mungkin pemain keturunan udah pada gak mau di naturalisasi indo😂😂,kayak nya ini adalah prestasi terbaiknya timnas yang mungkin 10 atau 20 tahun kedepan baru bisa terulang kembali",piala dunia pemain turun udah naturalisasi indokayak prestasi baik timnas depan ulang,negatif,Pesimis terhadap masa depan naturalisasi dan prestasi Timnas.
Mengcewakan pssi,mengcewakan pssi,negatif,Menyatakan kekecewaan terhadap PSSI.
Kluivert ga pernah melamar jadi pelatih timnas. STY ga niat juga mundur dari timnas. Erick thohir tuh tagih tanggung jawabnya atas keputusan nya.,kluivert lamar pelatih timnas sty niat mundur timnas erick thohir tuh tagih tanggung putus,negatif,Menuntut tanggung jawab Erick Thohir atas keputusan pelatih.
Semua tidak ada yg instant..perlu proses...berharap terlalu besar pada pemain naturalisasi rata2 grade B kasta ke 2 eropa...proyek hight cost..hasil belum maksimal.,instantperlu prosesberharap pemain naturalisasi grade kasta eropaproyek hight costhasil maksimal,negatif,Mengkritik proyek high cost dan hasil yang belum maksimal.
​ @husnitan1159 ketika dilatih STY proses semua berjalan dengan sangat baik... Ditengah jalan dipecat diganti langsung mulai dari awal lagi dan akhirnya mimpi rakyat Indonesia dikubur oleh PK cs. Terima kasih ET telah mengubur dalam² mimpi kami.,latih sty proses jalan tengah jalan pecat ganti langsung mimpi rakyat indonesia kubur pk cs terima kasih et kubur mimpi,negatif,Mengkritik ET/PK karena dianggap mengubur mimpi rakyat Indonesia.
"Harusnya gitu bang, sty masih stay dan dievaluasi saat timnas gagal lolos kualifikasi.",gitu bang sty stay evaluasi timnas gagal lolos kualifikasi,negatif,Mengkritik pergantian STY sebelum evaluasi kegagalan.
"bener bg, kecewa banget sama pelatih ini. pdhl STY ud byk kontribusi bersama timnas hadeh",bener bg kecewa pelatih pdhl sty ud byk kontribusi timnas hadeh,negatif,Menyatakan kecewa terhadap pelatih saat ini.
"Etdah bussett. Mau masuk piala dunia jalur instan ae kok, terlalu banyak tuntutan lu pada, minta A B C D segala. Nah, sekarang gagal lolos, artinya 2030 pemain udah tua-tua, belum tentu masih perform. Jadi dari mana nih Indonesia akan mencari pemain pengganti.. 😄😄 Sedangkan liga Indonesia terpuruk, infrastruktur club dan academy ngga bisa mencetak bibit unggul. #sadar diri anjeeng sedari awal 😂😂😂 Laporan keuangan pemegang saham club ngga pernah muncul ke publik. Dari mana masyarakat mau mengawal perkembangan sepakbola. Elu semu tuh bukan mendukung sepakbola Indonesia berkembang, elu semua tuh cuma mau hasil instan dengan cara instan. Sekarang udah begini, gagal.. Sementara Thailand, Vietnam, mereka masih bisa memproduksi bibit dari liganya. Sedangkan Indonesia?? 😂😂😂",etdah bussett masuk piala dunia jalur instan ae tuntut gagal lolos pemain udah tuatua perform indonesia cari pemain ganti liga indonesia puruk infrastruktur club academy ngga cetak bibit unggul sadar anjeeng dar lapor uang pegang saham club ngga muncul publik masyarakat awal kembang sepakbola elu semu tuh dukung sepakbola indonesia kembang elu tuh hasil instan instan udah gagal thailand vietnam produksi bibit liga indonesia,negatif,"Mengkritik kegagalan, usia pemain, dan kondisi liga Indonesia."
Saya sependapat...mending kalah bersama sty,sependapatmending kalah sty,negatif,"Lebih memilih kalah bersama STY, bernada kritik terhadap keputusan saat ini."
Tenang bos ketua PSSI lagi di marahin sama menpora😂,tenang bos ketua pssi marahin menpora,negatif,Sarkasme terhadap ketua PSSI/menpora.
PK misi sukses uang judi masuk kantong😅😂,pk misi sukses uang judi masuk kantong,negatif,"Sarkasme bahwa misi PK adalah uang judi, bukan prestasi."
SETUJU,tuju,netral,Persetujuan singkat tanpa konteks sentimen jelas.
Pecat Erick Thohir,pecat erick thohir,negatif,Menuntut Erick Thohir dipecat.
Sedihnya berasa kesini,sedih asa kesini,negatif,Menyatakan kesedihan terhadap situasi Timnas.
betullllllllllll,betullllllllllll,netral,Persetujuan singkat tanpa konteks sentimen jelas.
Lebis puas gagal sama STY😢😢,lebis puas gagal sty,negatif,Sedih dan lebih puas jika gagal bersama STY.
Betul secara psikologi itu lebih ideal,psikologi ideal,netral,Persetujuan/penilaian singkat yang bersifat umum.
