komentar,komentar_bersih,label_final,alasan_label
"PARA PEMAIN BERJUANG MATI-MATIAN UNTUK LOLOS, KETUMNYA MALAH DENGAN ENTENGNYA BILANG GA NARGET LOLOS WC. KOCAK MEMANG ERIK. BERSUKUR IWAN BULE PERNAH DATANGKAN STY MESKIPUN HARUS DIPECAT ERIK",pemain juang matimatian lolos tum enteng bilang narget lolos wc kocak erik bersukur iwan bule datang sty pecat erik,negatif,Mengkritik Erick Thohir karena dianggap meremehkan target pemain yang berjuang.
"Mending pakai pelatih lokal seperti coach Nova ketimbang PK, Dilatih PK pemain kebanyakan main sosmed, kalau dilatih sama Coach Nova saya yakin pasti akan tegas ke pemain dan akan membatasi penggunaan sosial media",mending pakai pelatih lokal coach nova ketimbang pk latih pk pemain banyak main sosmed latih coach nova pemain batas guna sosial media,negatif,Mengkritik PK dan menilai pelatih lokal lebih baik.
"ET ngga bisa baca statistik, suruh kelola warung sembako aja bro .!🤣🤣",et ngga baca statistik suruh kelola warung sembako,negatif,Mengkritik ET dengan sindiran kasar.
"​ @Nurjanawati-b4d Kelola BUMN aja gagal, rugi terus.",kelola bumn gagal rugi,negatif,Mengkritik kemampuan ET mengelola BUMN.
"bukan cuman ini aja lho kita menurun,jangan lupa kemarin kualfikasi piala asia u23 kita gagal dengan vanenburg,padahal sebelumnya di piala asia ,kita masuk semifinal trs playoff olimpiade sama STY ,jadi kita menurun prestasi jg dikelompok umur. timnas kita juga bukan ecek² ,dulu mana pernah liat europa league ada pemain kita",cuman lho menurunjangan lupa kemarin kualfikasi piala asia gagal vanenburgpadahal piala asia masuk semifinal playoff olimpiade sty turun prestasi jg kelompok umur timnas ecek liat europa league pemain,negatif,Menilai prestasi Timnas menurun setelah era STY.
"Iyaa karena dia yg sudah berjuang dan membangun sejauh ini mesti gagal mungkin aku masih bisa terima,tp entah kenapa dalam hati kecil sy,sy masih percaya dg ucapan STY sebelum di pecat dia bilang sy percaya lolos tp tdk langsung tp dg round 4 jadi dia punya keyakinan lolos dan setiap pertandingan dia total di lapangan sampai ngotot"" karena dg kerja dg hati dia pengen cetak sejarah bawa Indonesia ke piala dunia,sampai JJ bilang sebelum pertandingan dia muter dulu seperti ritual ke gawang yg ini tdk ada di lakukan sama Sik kampret Spongebob karena dia cuma mikir cuan atau BU 😥",iyaa juang bangun mesti gagal terimatp hati sysy percaya dg ucap sty pecat bilang sy percaya lolos langsung dg round yakin lolos tanding total lapang ngotot dg kerja dg hati ken cetak sejarah bawa indonesia piala duniasampai jj bilang tanding muter ritual gawang laku sik kampret spongebob mikir cuan bu,positif,Masih percaya pada keyakinan dan perjuangan STY.
Betul. Karena permainan begitu atraktif. Visi misi tim jelas arahnya. Spongebob hanya memberikan kehancuran,main atraktif visi misi tim arah spongebob hancur,negatif,Memuji permainan era STY tetapi mengkritik pelatih saat ini sebagai kehancuran.
Se 7 gua jg mending gagal bersama sin tae young 😊,jg mending gagal sin tae young,negatif,"Lebih memilih gagal bersama STY, bernada kritik terhadap kondisi saat ini."
"yoi, kalau STY gwa ikhlas",yoi sty gwa ikhlas,positif,Menyatakan lebih ikhlas jika bersama STY.
Sejak lawan Australia saya sudah ga berekspektasi tinggi lagi.,lawan australia berekspektasi,negatif,Menunjukkan turunnya ekspektasi setelah kekalahan lawan Australia.
