komentar,komentar_bersih,label_final,alasan_label
pelatih aaaaaasssemboh wes,pelatih aaaaaasssemboh wes,Negatif,Ejekan terhadap pelatih.
"Lihat mimik si pelatih judol itu, mana ada rasa bersalah....out... out 😠",lihat mimik si pelatih judol bersalahout out,Negatif,Kritik keras terhadap pelatih yang dianggap tidak bersalah.
"Taktik strategi pelatih kurang bagus pertahannya hnya mikirin serangan,",taktik strategi pelatih bagus tahan hnya mikirin serang,Negatif,Kritik terhadap taktik dan strategi pelatih.
"Wasit bnyk kekurangan, pemain belakang sering membuat kelonggaran pemain depan irak tuk shoot",wasit bnyk kurang pemain longgar pemain irak tuk shoot,Negatif,Kritik terhadap wasit dan lini belakang.
PEMAIN TIMNAS INDONESIA SUDAH BAGUS TAU TAKTIK DAN STAMINA JUGA SMART...YANG KURANG CUMA SATU YAITU PATRIK KLIPET KARENA KURANG TANGGAP DAN KURANG GERCEP MELIHAT MOMENTUM PENTING (WAJARLAH LAH INDONESIA DAPET PELATIH BIASA BIASA AJA KARENA PELATIH TITIPAN DARI BELANDA ALIAS BARTER DENGAN NATURALISASI WARGANYA) 😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅 DTAMBAH ERIK DOHIR KEPINCUT JADI MENPORA ABISLAH SEPAK BOLA INDONESIA MAHAL MAHAL NATURALISASI WARGA TAPI KANDAS DITENGAH KEPENTINGAN....,pemain timnas indonesia bagus taktik stamina smartyang patrik klipet tanggap gercep momentum wajar indonesia dapet pelatih pelatih titip belanda alias barter naturalisasi warga dtambah erik dohir kepincut menpora abis sepak bola indonesia mahal mahal naturalisasi warga kandas tengah penting,Negatif,Memuji pemain tetapi mengkritik keras pelatih dan Erick/PSSI.
Masuk lagi sty udah.,masuk sty udah,Positif,Dukungan agar STY kembali masuk.
"Wasit,, tarkam anti, VAR",wasit tarkam anti var,Negatif,Kritik terhadap wasit/VAR.
Akibat ganti pelatih di tengah jalan,akibat ganti pelatih jalan,Negatif,Menyalahkan pergantian pelatih.
"Tidak ada yang perlu di salahkan, tanyakan saja pada dukun dan peramal yang bergoyang",salah dukun amal goyang,Netral,Komentar ambigu/bercanda tanpa sentimen jelas ke Timnas.
Sepertinya Indonesia masih belum layak masuk pildun tipis tipis setidaknya naik kelas gpp,indonesia layak masuk pildun tipis tipis kelas gpp,Netral,"Analisis bahwa Indonesia belum layak, tanpa emosi kuat."
Makanya jgn main-main dgn peluang yg ada. Salah langkah gagal total yang didapatkan. Heran saja dpt dua pelatih asing sama-sama kesannya suka coba-coba bongkar pasang di saat-saat pertandingan penting.,jgn mainmain peluang salah langkah gagal total dapat heran dpt pelatih asing samasama kesan suka cobacoba bongkar pasang saatsaat tanding,Negatif,Kritik terhadap keputusan dan eksperimen pelatih.
petrik sang legenda barcelona 😂,trik sang legenda barcelona,Negatif,Sarkasme terhadap Patrick.
"Karma mecat sty ninggalin marselino, tangisan kluivert tangisan bahagia,,karena menggagalkan timnas lolos piala dunia",karma mecat sty ninggalin marselino tangis kluivert tangis bahagiakarena gagal timnas lolos piala dunia,Negatif,Menyebut karma pemecatan STY dan menyalahkan Kluivert.
paik....paok..paok..,paikpaokpaok,Negatif,Ejekan/sindiran terhadap performa.
Pelatih kurang jeli dan cerdik☝️☝️☝️,pelatih jeli cerdik,Negatif,Kritik terhadap pelatih kurang jeli.
"Gara2 towel Justin, Patrik masuk timnas dan menggantikan sty.",gara towel justin patrik masuk timnas ganti sty,Negatif,Menyalahkan Towel/Justin/Patrick menggantikan STY.
"Cuma mau tanya , ada yang liat Alex pastoor",liat alex pastoor,Netral,Pertanyaan tentang Alex Pastoor.
Mblenger dengan kata-kata semangat. Tegakan kepala Jalan masih panjang. Preett Sedangkan keputusan blunder oleh petinggi PSSI tidak di iringi kemajuan buat timnas Harusnya kalian yang berbenah PSSI 😅😅,mblenger katakata semangat tega kepala jalan preett putus blunder petinggi pssi iring maju timnas benah pssi,Negatif,Kritik keras terhadap keputusan blunder PSSI.
bbrp tahun kdpn... ayoooooo lebih semangat lgi... lebih berani lg ambil tindakan... krn sejauh yg saya liat... timnas kurang pede ambil serangan... kurang pede jg tika tikinya.. coba teknik passing jauh... adu sprint.... hal seperti itu 1-2 kali di lakukan ternyata mempan... pas lawan irak,bbrp kdpn ayoooooo semangat lgi berani lg ambil tindak liat timnas pede ambil serang pede jg tika tik coba teknik passing adu sprint kali laku mempan lawan irak,Positif,Memberi semangat dan saran agar Timnas lebih berani.
"Pemain bagus, pelatih Japan ato lokal 🔥",pemain bagus pelatih japan ato lokal,Positif,Menilai pemain bagus dan memberi usulan pelatih.
"Timnas didesain oleh AFC untuk tidak Lolos. Seolah"" Wasit Fair, ketika di menit akhir",timnas desain afc lolos wasit fair menit,Negatif,Menuduh AFC mengatur agar Indonesia tidak lolos.
Kasihan sama pemain kita,kasihan pemain,Negatif,Ekspresi kasihan/sedih terhadap pemain.
Tangiiiissss seluruh rakyatttt...mimpi di rengguutttt..orang2 yg bertanggung jawabbbbb...,tangiiiissss rakyattttmimpi rengguuttttorang tanggung jawabbbbb,Negatif,Kesedihan bahwa mimpi rakyat direnggut pihak bertanggung jawab.
