komentar,komentar_bersih,label_final,alasan_label
Tetap semangat kalian sdh berjuang keras,semangat sdh juang keras,positif,Dukungan dan semangat kepada pemain.
"Timnas kita sudah berusaha dgn segala kemampuan. Gagal puala dunia bukanlah akhir dari semuanya. Masih banyak pertandingan kedepan yang akan menunggu kita. Hidup Timnas, kami warga indonesia mengucapkan terimakasih kepada seluruh pemain Timnas.",timnas usaha mampu gagal puala dunia tanding depan tunggu hidup timnas warga indonesia terimakasih pemain timnas,positif,Apresiasi atas usaha Timnas dan ucapan terima kasih.
Kasian para pemain habis2san bermain akhirnya tumbang bangkit Garuda jangan putus asa,kasi pemain habis san main tumbang bangkit garuda putus asa,positif,Dukungan agar Garuda bangkit dan tidak putus asa.
terima kasih atas perjuangan kalian ttep semangat jngn bersedih belum saatnya kita lolos ke pildun,terima kasih juang ttep semangat jngn sedih lolos pildun,positif,Ucapan terima kasih dan semangat untuk pemain.
Ya Alloh berikan semangat dan jangan berlarut dalam kesedihan dan tetap cinta TIMNAS yuuk kita dukung terus ALLOH HUAKBAR,ya alloh semangat larut sedih cinta timnas yuuk dukung alloh huakbar,positif,"Doa, cinta, dan dukungan untuk Timnas."
Semangat 🇮🇩❤️🇮🇩🇮🇩🇮🇩🇮🇩,semangat,positif,Dukungan singkat.
"Jangan cari kambing hitam, inilah sepakbola,yg jelas Indonesia sudah memiliki tim sepakbola yg bagus sepadan dengan tim elite dunia hanya perlu waktu dan kerja keras lagi. Lanjutkan.",cari kambing hitam sepakbolayg indonesia milik tim sepakbola bagus padan tim elite dunia kerja keras lanjut,positif,Mengapresiasi kualitas Timnas dan meminta proses dilanjutkan.
"Gak apa anda sudah berusaha,kita coba lagi next world cup kita fokus besok di piala asia..kita tau membangun sepakbola butuh waktu..terima kasih sudah berjuang..",berusahakita coba next world cup fokus besok piala asiakita bangun sepakbola butuh waktuterima kasih juang,positif,"Dukungan, terima kasih, dan optimisme ke depan."
Terima kasih garuda telah berjuang untuk NKRI semoga berikutnya kita bisa ke pildun,terima kasih garuda juang nkri moga pildun,positif,Ucapan terima kasih dan harapan lolos berikutnya.
"Selesai sdh, Bravo timnas",selesai sdh bravo timnas,positif,Apresiasi kepada Timnas.
"Salut permainan timnas,bisa menandingi bola2 atas bikin Irak kesulitan, banyak peluang tercipta gol oleh Mauro kalo dia sontek bola keatas , tembakan Ole , dan James membelok tipis tiang kanan gawang, kegagalan ini hrs sbg pelajaran ,hrs adakan waktu 7-10 hr utk latihan uji taktik bersama, jangan lagi cuma 2-3 HR saja , siapapun pelatihnya,",salut main timnasbisa tanding bola bikin irak sulit peluang cipta gol mauro kalo sontek bola atas tembak ole james belok tipis tiang kanan gawang gagal hrs sbg ajar hrs adakan hr latih uji taktik hr latih,positif,Memuji permainan Timnas dan menjadikan kegagalan sebagai pelajaran.
Semakin real....thats it..,realthats it,netral,Komentar singkat/ambigu tanpa sentimen jelas.
"Tenang bang kami uda biasa kalo kalah,ini karena belum rezeki 😭😭😭kami akan selalu dukung,doanya yg Bae""",tenang bang uda kalo kalahini rezeki dukungdoanya bae,positif,Tetap mendukung dan mendoakan meski kalah.
Kesalahan besar fatal semua center bek gagal menutup shooting ke gawang☝️☝️☝️,salah fatal center bek gagal tutup shooting gawang,negatif,Kritik terhadap kesalahan bek.
"Secara permainan sudah bagus drpd saat melawn arab tapi hasil berkata lain, trima kasih sudh berjuang",main bagus drpd melawn arab hasil trima kasih sudh juang,positif,Memuji permainan dan berterima kasih atas perjuangan.
Tetap semangat tuk timnas,semangat tuk timnas,positif,Dukungan kepada Timnas.
"Kalah gpp,,timnas sdh berusaha maksimal..keren Trims timnas",kalah gpptimnas sdh usaha maksimalkeren trims timnas,positif,Mengapresiasi usaha maksimal Timnas.
Dalam hal ini nga ada yg perlu disalahkan. Lagi...timnas SDH bekerja keras untuk lolos ke piala dunia..tapi mungkin indonesia blm saatnya ke pentas dunia...mari kita berbenah...dan siap untuk berikutnya...mari kita beri semangat buat timnas untuk berbenah...tetap semangat indonesia raya..kami slalu mendukungmu untuk tanah air...jayalah Indonesiaku..perjuangan. Blm berahir...masih ada waktu untuk berbenah....insya Allah dilain waktu yg memimpin timnas akan lolos ke piala dunia....Amiiiin...,nga salah lagitimnas sdh keras lolos piala duniatapi indonesia blm pentas duniamari berbenahdan berikutnyamari semangat timnas berbenahtetap semangat indonesia rayakami slalu dukung tanah airjayalah indonesiakuperjuangan blm berahirmasih berbenahinsya allah lain pimpin timnas lolos piala duniaamiiiin,positif,"Dukungan panjang, ajakan berbenah, dan optimisme ke depan."
Udah jgn bersedih. Terus d jaga tim ini k depanya..,udah jgn sedih jaga tim depa,positif,Dukungan agar tidak bersedih dan menjaga tim.
Yg sangat terasa itu haye verdonk mereka dari awal berjuang,haye verdonk juang,positif,Mengapresiasi perjuangan Haye dan Verdonk.
"Bravo timnasku.. Bukan pemain yg bruk.. Nmaun jajaran pltih dan pssi nya yg bobrok.. Opa STY memulai dri minus,dproses mnjdi plus,dihncurkan kmbali dg org yg ngakunya tau bola tapi mlah mnghncurkan.. Ngbangkang sdkit out,yg nurut dprthankan,,smpai masuk lobang yg dlam ttp ngikut.. Inilah negaraku..negra yg LUCU.. UNTUK KETUM.. TLONG PAK E.T.. Tlong disdari slahmu.. KMI LBIH RESPECT GAGAL DTNGAH OPA STY DRPDA PELATIH PNJUDI SPRTI INI🙏🙏",bravo timnasku pemain bruk nmaun jajar pltih pssi bobrok opa sty dri minusdproses mnjdi plusdihncurkan kmbali dg orang ngakunya bola mlah mnghncurkan ngbangkang sdkit outyg nurut dprthankansmpai masuk lobang dlam ttp ngikut negarakunegra lucu tum tlong et tlong disdari slah kmi lbih respect gagal dtngah opa sty drpda pelatih pnjudi sprti,negatif,"Kritik keras terhadap pelatih, PSSI, dan keputusan yang dianggap merusak."
Air mata petrik air mata busuk !!!! Rispek buat para pemain we love you ❤,air mata trik air mata busuk rispek pemain we love you,negatif,Kritik keras kepada Patrick meski memuji pemain.
Thanks Timnas Garuda perjuanganmu luar biasa full like -->> ❤,thanks timnas garuda juang full like,positif,Ucapan terima kasih dan apresiasi perjuangan Garuda.
Selamat dn sukses buat towel,selamat dn sukses towel,negatif,Sarkasme terhadap Towel.
"SELURUH RAKYAT INDONESIA,SAKIT HATI DGN GAGALNYA,KE PILDUN",rakyat indonesiasakit hati gagalnyake pildun,negatif,Ungkapan sakit hati atas kegagalan ke Piala Dunia.
Terima kasih bung TOWEL....hepi lo sekarang !!!,terima kasih towelhepi,negatif,Sarkasme kepada Towel atas kegagalan.
12 besar Asia,asia,netral,Informasi singkat tentang capaian 12 besar Asia.
Tangis kebahagiaan Erik Tohir dan kawan kawan selamat Erik tohir,tangis bahagia erik tohir kawan kawan selamat erik tohir,negatif,Sarkasme terhadap Erick Thohir.
Mantap Bang Jay Idzes. 💪,mantap bang jay idzes,positif,Pujian kepada Jay Idzes.
Thanks jay n cs,thanks jay cs,positif,Ucapan terima kasih kepada Jay dan rekan-rekan.
Indonesia luar biasa tetep semangat gagal bisa di ulang taun depan,indonesia tetep semangat gagal ulang taun,positif,Dukungan agar tetap semangat meskipun gagal.
"Alhamdulillah segini juga udah naik level permainan sama pemain udah bagus..negara manapun sekuat mungkin pasti ingin berjuang sekuat mungkin untuk masuk pildun, jangan menyerah dan putus asa tuk berjuang ..semoga tahun berikut nya bisa masuk pildun",alhamdulillah gin udah level main pemain udah bagusnegara mana kuat juang kuat masuk pildun serah putus asa tuk juang moga masuk pildun,positif,Apresiasi terhadap peningkatan level permainan dan harapan lolos berikutnya.
Thanks guys kalian is the best pokoknya i lope u TIMNAS belum Rejeki,thanks is the best pokok lope timnas rejeki,positif,Apresiasi dan dukungan kepada Timnas.
"Kalah atau menang kami tetap bangga sama kalian sudah berada sejauh ini, dan utk Federasi kita tunggu perbaikannya",kalah menang bangga federasi tunggu baik,positif,Bangga kepada Timnas meski kalah dan berharap federasi membaik.
Terimakasih sudah berjuang Garuda,terimakasih juang garuda,positif,Ucapan terima kasih kepada Garuda.
"Sedih, kecewa, bercampur aduk semua, apapun yang terjadi kita harus tetap mendukung timnas,",sedih kecewa campur aduk apa dukung timnas,positif,Tetap mendukung meskipun sedih dan kecewa.
"Keberhasilan pa Erik Tohir,,,",hasil pa erik tohir,netral,Komentar singkat/ambigu tentang keberhasilan Erick Thohir.
"Terima kasih Timnas Garuda, kalian sudah berusaha maksimal, tapi hasil masih tertunda, takdir berkehenda lain, insya Allah suatu nanti akan hasil terwujud, sekali lagi terima kasih Timnas",terima kasih timnas garuda usaha maksimal hasil tunda takdir berkehenda insya allah hasil wujud terima kasih timnas,positif,Ucapan terima kasih dan harapan positif untuk Timnas.
"Assalamualaikum Wr Wb Congratulations to IRAK 👍🏻❤ Terimakasih BUAT PARA PENGGAWA GARUDA KUUUUUUU, kami tetap BANGGA kpd kalian yg sudah berjuang keras dilapangan.. tetap SEMANGAT ❤❤🔥🔥💪🏻💪🏻",assalamualaikum wr wb congratulations to irak terimakasih penggawa garuda kuuuuuuu bangga kpd juang keras lapang semangat,positif,Apresiasi dan rasa bangga kepada penggawa Garuda.
"Tetap semangat , dan selalu konsisten. 👍😁",semangat konsisten,positif,Dukungan agar tetap semangat dan konsisten.
Kesalahn terbesar mengganti pelatih di saat2 STY benar2 di butuhkan,kesalahn besar ganti pelatih sty butuh,negatif,Kritik terhadap keputusan mengganti pelatih.
"Marcelino itu daya tariknya bedah,jadi dialah pemain kunci untuk tim Garuda era sekarang",marcelino daya tarik bedahjadi pemain kunci tim garuda era,positif,Penilaian positif terhadap Marselino sebagai pemain kunci.
Tetap bravo timnas indonesia❤❤❤❤,bravo timnas indonesia,positif,Dukungan kepada Timnas Indonesia.
Meskipun sdh berusaha dgn segala dan upaya ...tapi nasib berkata lain. 💪💪🇮🇩🇮🇩,sdh usaha upaya nasib,positif,Mengakui usaha Timnas meski hasil belum berpihak.
"Timnas mantap,ttp semangat....",timnas mantapttp semangat,positif,Pujian dan dukungan kepada Timnas.
Indonesia ❤ dari awal sebelum ronde 4 kita sudah di curangi,indonesia ronde curang,negatif,Menganggap Indonesia sudah dicurangi.
Tetap semangat timnasku...,semangat timnasku,positif,Dukungan kepada Timnas.
"Kesalahan fatal sejak awal lawan saudi, tidak menurunkan squod terbaik☝️☝️☝️",salah fatal lawan saudi turun squod baik,negatif,Kritik terhadap kesalahan fatal saat melawan Saudi.
"It's not your faul tom, never give up i'ts not end world",its not your faul tom never give up its not end world,positif,Dukungan kepada Tom dan ajakan tidak menyerah.
Selamat bung towel,selamat towel,negatif,Sarkasme kepada Towel.
