komentar,komentar_bersih,label_final,alasan_label
Ya...karna.sty...udah ada di hati...❤❤❤,yakarnastyudah hati,positif,Mengungkapkan kedekatan/dukungan kepada STY.
"Tahun 2027 kualifikasi Piala Dunia untuk 2030 sudah dibuka kembali. Kita cuma vakum 1,5 tahun doang kok. Selama kualifikasi berlangsung, nanti tidak terasa sudah di ujung 2029. Kita masih punya banyak waktu untuk perbaikan supaya lolos. SEMANGAT SEMUANYA 🎉",kualifikasi piala dunia buka vakum doang kualifikasi ujung baik lolos semangat,positif,Memberi harapan dan semangat untuk kualifikasi berikutnya.
"​ @manyage-c5h Begini aja terus, sampai Lebaran Capibara..",lebaran capibara,negatif,Sindiran terhadap perdebatan yang terus berulang.
"Makjulkan, dan ganti angkat abah kite!",makjulkan ganti angkat abah kite,netral,Komentar tidak jelas/berupa ajakan tanpa sentimen spesifik.
"Setuju bngett, buat apa kmrin ganti pelatih kalo hasilnya sama aja! Minimal kalo ganti pelatih kmrin tu pelatih yang cv nya bagusan lah daripada sty! Emng rada² ini erick thohir dan antek²nya",tuju bngett kmrin ganti pelatih kalo hasil minimal kalo ganti pelatih kmrin tu pelatih cv bagus sty emng rada erick thohir antek,negatif,Mengkritik pergantian pelatih dan Erick Thohir.
Lo keren bang 👍🏻,keren bang,positif,Memberi pujian kepada pembuat komentar/konten.
#REVOLUSIPSSI,revolusipssi,negatif,"Menyerukan revolusi PSSI, menunjukkan kritik."
"GUE SIH GABAKAL MILIH GAGAL SAMA SIAPAPUN, BAKAL KECEWA SIAPAPUN PELATIHNYA, INTINYA INI BUKAN HANYA KARENA PELATIH, TAPI EMANG MAFIA AFC YANG JELAS MEMISAHKAN QATAR DAN ARAB SATU GRUP DGN MENENTUKAN SM2 POT 1 WKWK LAGANYA DI ARAB KEMUDIAN WASITNYA JD LEBIH CONDONG KE NEGARA ARAB/TIMUR TENGAH. EMG AFC GAPENGEN INDO MENANG SIH, LIAT AJA ET UDAH SURATIN SOAL, TAPI KEJADIAN LAGI WASIT SEPERTI SAAT LAWAN BAHRAIN WKWWKK",gabakal milih gagal kecewa latih inti pelatih emang mafia afc pisah qatar arab grup tentu pot laga arab wasit condong negara arabtimur emg afc gapengen indo menang liat et udah suratin jadi wasit lawan bahrain wkwwkk,negatif,Mengkritik AFC/wasit dan mengungkapkan kekecewaan atas kegagalan.
Lebih tepatnya gagal tapi proses jangka panjang dibanding gagal tapi proses jangka pendek. Jangka panjangnya itu shin tae yong dan jangka pendeknya itu patrick kluivert,tepat gagal proses jangka banding gagal proses jangka pendek jangka panjang shin tae yong jangka pendek patrick kluivert,negatif,Membandingkan proses STY dan PK dengan nada kritik terhadap proses pendek.
"@yondanurcahyopranata YAP, KITA TERIMAKASIH BNYK SM STY UDAH BISA BKIN KITA LOLOS ROUND 3, PEMBINAANYA SEJAK BEBERAPA THN TERAKHIR LUAR BIASA, DAN KALA ITU SUPOTER BLG STY UDAH MENTOK, MAKANYA LAHIR TAGAR STYOUT SETELAH KALAH DR CHINA, SKRG PK KALAH DR ARAB DAN IRAQ LAHIR TAGAR PKOUT, HAL WAJAR ITU NAMANYA KECEWA. DAN ITU SELALU TERJADI. TAPI GBS TUH MEMBANDINGKAN PK SM STY, SECARA DURASI KEPELATIHAN AJA BEDA. TAPI FINE KALO PK TUJUANNYA DIREKRUT CUMA BUAT LOLOSIN INDO K WC, YAUDAH MINTA AJA MUNDUR SESUAI KONTRAK. TAPI KALO ALASANNYA LAIN ? MISALNYA HADIRNYA PK UNTUK BAWA BYK PEMAIN DIASPORA INDO KEDEPANNYA KRN STRATEGI DIASPORA INI TERBUKTI BERHASIL BAWA INDO SMPE KUALIFIKASI R4? JADI UDAHLAH KASIH WAKTU KALO KATA GUE BUAT PIALA ASIA 2027, KALOPUN MAKSA GANTI AJA PELATIHNYA SAMA ALEX PASTOOR YG CV KEPELATIHANNYA TERBUKTI BAWA AJAX JADI JUARA ERADIVISI.",yap terimakasih bnyk sty udah bkin lolos round pembinaanya thn supoter blg sty udah mentok lahir tagar styout kalah china skrg pk kalah arab iraq lahir tagar pkout wajar nama kecewa gbs tuh banding pk sty durasi latih beda fine kalo pk tuju rekrut lolosin indo wc yaudah mundur sesuai kontrak kalo alas hadir pk bawa byk pemain diaspora indo depan strategi diaspora bukti hasil bawa indo smpe kualifikasi udahlah kasih kalo piala asia kalo maksa ganti latih alex pastoor cv latih bukti bawa ajax juara eradivisi,positif,Mengapresiasi STY dan memberi pandangan konstruktif untuk waktu ke depan.
"orang2 titipan mulyono emang sukanya ngerusak, si erik waktu jadi presiden inter aja sukses bawa timnya degradasi, malah disiruh urus sepak bola haduhh",orang titip mulyono emang suka ngerusak si erik presiden inter sukses bawa tim degradasi disiruh urus sepak bola haduhh,negatif,Mengkritik Erick Thohir dengan serangan personal.
Setuju karena Sty lebih banyak berkontribusi,tuju sty kontribusi,positif,Mengapresiasi kontribusi STY.
"Kalau ET mundur, terus yg pantas buat gantiin ET siapa ?",et mundur gantiin et,netral,Pertanyaan tentang pengganti ET tanpa sentimen jelas.
@reggyramadhon9499 STY KEMARIN DIDATENGIN SAMA IWAN BULE,sty kemarin didatengin iwan bule,netral,Informasi tentang STY didatangkan oleh Iwan Bule.
​ @reggyramadhon9499 RATU TISHA.,ratu tisha,netral,Menyebut nama calon/pihak tanpa opini jelas.
Best comment,best comment,positif,Pujian singkat terhadap komentar.
Setuju bgt,tuju,positif,Menyatakan persetujuan kuat.
Erik tohir lebih mendengarkan towel ketimbang fans timnas,erik tohir dengar towel ketimbang fans timnas,negatif,Mengkritik Erick Thohir lebih mendengarkan Towel.
Pak et lebih dengerin towel ketimbang fans timnas,et dengerin towel ketimbang fans timnas,negatif,Mengkritik Erick Thohir lebih mendengarkan Towel.
"Arab aja mecat mancini demi si renard bisa balik..tolong pecat kluivert dan kembalikan sty..pelatih ini bukan cuma soal kemampuannya, tapi juga soal kecocokannya dengan para pemain di tim..indonesia era sty dikenal dengan pertahanan yg tangguh..tapi di era kluivert, sudah berapa kali kebobolan dalam hanya berapa match? Lucu melihat skuad yg diisi para pemain bertahan tangguh tapi malah dipaksa dalam skema full menyerang..ibarat punya kalung emas malah dipakai buat tali jemuran..kocak",arab mecat mancini si renard baliktolong pecat kluivert kembali stypelatih mampu cocok pemain timindonesia era sty kenal tahan tangguhtapi era kluivert kali bobol match lucu skuad isi pemain tahan tangguh paksa skema full menyerangibarat kalung emas pakai tali jemurankocak,negatif,Mengkritik Kluivert dan meminta STY kembali.
Pasti banyak ternak Tohir disini😂,ternak tohir,negatif,Menyindir pendukung Erick Thohir.
Bner...mending kalah bareng sty daripada harus masuk round 5 bareng petrick .,bnermending kalah bareng sty masuk round bareng petrick,negatif,Mengkritik Patrick dengan memilih kalah bersama STY.
Siapa pun pelatih dan pemainnya ga bakal masuk piala dunia kalo federasi nya masih boborok,pelatih main masuk piala dunia kalo federasi boborok,negatif,Mengkritik federasi yang dianggap bobrok.
Halah nantik bilang kenapa ga ganti pelatih aja udh kek gini masih ditahan,halah nantik bilang ganti pelatih udh gin tahan,negatif,Sindiran terkait keputusan mempertahankan/mengganti pelatih.
Betul sya juga setuju,sya tuju,positif,Menyatakan persetujuan.
Ternak Tayong kali😂,ternak tayong kali,negatif,Menyindir pendukung STY/Tayong.
