komentar,komentar_bersih,label_final,alasan_label
Sama saya juga udh males semenjak STY di pecat.,udh males semenjak sty pecat,negatif,Menunjukkan rasa malas/kecewa setelah STY dipecat.
"Sty aut timnas ancur d rond 4 smua tertunduk haru dngn ke gagal ini, sampai neteskan air mata, tpi di blik kesedihan ini, ada yang hatinya senang & ketawa itu siapa hanya tiwel yg bisa tersenyum lihat timbas hancur d rond 4 ini,",sty aut timnas ancur rond smua tunduk haru dngn gagal neteskan air mata blik sedih hati senang ketawa tiwel senyum lihat timbas hancur rond,negatif,Menggambarkan kegagalan dan kehancuran Timnas dengan nada kecewa.
Gak ada Ketua PSSI Sekaliber pak ET 😂 kalau lebih dari dia itu saya Rela ketum di ganti,ketua pssi kaliber et rela tum ganti,positif,Memberikan dukungan/pujian terhadap Erick Thohir sebagai ketua PSSI.
​ @oomraden201 Banyak yang lebih bagus daripada Erick Thohir.. Saya rasa Agus Harimurti Yudhoyono bisa lebih hebat dari Erick Thohir dalam memimpin PSSI.. dan Shin Tae Yong akan kembali lagi melatih timnas,bagus erick thohir agus harimurti yudhoyono hebat erick thohir pimpin pssi shin tae yong latih timnas,negatif,Mengkritik Erick Thohir dan berharap figur lain serta STY kembali.
​ @oomraden201 ga tahu bola diam saja pakai dasinya dikantor jgn ke bola,bola diam pakai dasi kantor jgn bola,negatif,Berisi sindiran/kritik terhadap orang yang dianggap tidak paham bola.
​ @oomraden201 ET cukup dibalik layar saja dia jago lobby pemain dalam naturalisasi,et balik layar jago lobby pemain naturalisasi,positif,Memberi apresiasi terhadap kemampuan Erick Thohir dalam lobi naturalisasi.
"PSSI di bawah kepemimpinan ET lebih condong ke ""pundit 2 HP""",pssi pimpin et condong pundit hp,negatif,Mengkritik kepemimpinan PSSI di bawah Erick Thohir.
"E.T out?wkwkwk..kayanya mending jangan deh,jarang2 orang indo punya koneksi direct ke fifa..bisa bersurat langsung ke fifa,bisa menjelasakan secara langsung ke fifa..kwkwkw..",et outwkwkwkkayanya mending dehjarang orang indo koneksi direct fifabisa surat langsung fifabisa jasa langsung fifakwkwkw,positif,Membela Erick Thohir karena dianggap punya koneksi langsung ke FIFA.
"s7, para buzzer ETO terlalu mengagung2kan ETO, padahal dia menyatukan politik dan hobinya. di inter aja ga berhasil",buzzer eto agung eto satu politik hobi inter hasil,negatif,Mengkritik Erick Thohir dan pendukung/buzzer-nya.
"banyak bgt buzzer ET disini 😂 mana pildun yg kau janjikan itu ET, gentleman lah gagal ya gagal aja mundur teratur , udh dpt mentri udh senng kan 😂",buzzer et pildun kau janji et gentleman gagal ya gagal mundur atur udh dpt tri udh senng,negatif,Mengkritik Erick Thohir karena dianggap gagal memenuhi janji Piala Dunia.
"Erick Thohir kebanyakan kerja, menpora, PSSI, BUMN , ?!",erick thohir banyak kerja menpora pssi bumn,negatif,Mengkritik Erick Thohir karena memegang terlalu banyak jabatan.
Et out tp dia masih jadi menpora wkwkwk.,et out menpora,negatif,Bernada sindiran terhadap posisi Erick Thohir.
"Lu aja yg out,ga usah ngedukung garuda",outga ngedukung garuda,negatif,Bernada menyerang/menyalahkan pihak lain dalam dukungan Garuda.
Kalian jemput dia kemudian kalian permalukan Dan halau dia...ini kurang ajar namanya ..apakah kalian yakin jika sty mimpin kalian gerenti boleh lolos ..?,jemput malu halau ain ajar nama sty mimpin gerenti lolos,negatif,Mengkritik perlakuan terhadap pelatih dan mempertanyakan keputusan.
​ @pokpek18 yakin sama STY. sebelum squad timnas semewah sekarang STY bisa mengantarkan ke Round 4. Di Round 4 dihancurkan oleh PATRICK dgn ambisinya total football. Ya gagal total. Di Belanda aja total football udh jarang dipakai. Krn gak efektif di permainan modern.,sty squad timnas mewah sty antar round round hancur patrick ambisi total football ya gagal total belanda total football udh jarang pakai efektif main modern,negatif,Mengkritik Patrick/Kluivert karena dianggap menghancurkan hasil perjuangan STY.
​ @pokpek18 yabg jemput fans Belanda dan Barca wkwkk,yabg jemput fans belanda barca wkwkk,netral,Komentar bercanda/menyebut fans Belanda dan Barca tanpa sentimen jelas.
​ @pokpek18 bukti rangking dunia menilai kemajuaan persepakbolaan timnas masalah piala juara main tarkam saja dapat piala atau beli di toko piala😅😅😅,bukti rangking dunia nilai kemajuaan persepakbolaan timnas piala juara main tarkam piala beli toko piala,negatif,Bernada sindiran terhadap prestasi dan kondisi sepak bola Timnas.
up,up,netral,Komentar singkat tanpa opini sentimen.
Buzzer kontrol buzzer kontrol,buzzer kontrol buzzer kontrol,negatif,Bernada negatif terhadap buzzer/kontrol opini.
Bertahan sambil dagang gorengan dekat tiang gawang,tahan dagang goreng tiang gawang,negatif,Sindiran terhadap gaya bermain bertahan.
Kasar banget bro bahasa y...kita EMG kecewa kritik boleh tp pakai lah bahasa sesuai adab bangsa Indonesia,kasar bahasa ykita emg kecewa kritik pakai bahasa sesuai adab bangsa indonesia,netral,Lebih berupa teguran agar kritik menggunakan bahasa yang baik.
